run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,0.0,0.1,8,2,20881189.737440202,20390479.467201658,20790274.13741066,20900891.43613816,19701.69869795814,90915.60002954304,0.4353947316829863,0.009879956706177443,19405351.305962656,74.25569212916261,0.009879956706179971,19411603.897630606
1,0.0,0.1,8,2,21339077.31106702,20390479.467201658,21257638.328129325,21359255.40384485,20178.092777829617,81438.9829376936,0.38164247568219434,0.0,20280572.631760873,73.37398748900674,0.0,20193970.972584255
2,0.0,0.1,8,2,20962400.608141217,20390479.467201658,20834248.07843659,20969146.921753958,6746.313612740487,128152.52970462665,0.6113447219153695,0.0,19464959.281597126,73.73972602739764,0.0,19331676.74517014
3,0.0,0.1,8,2,21403797.077431504,20390479.467201658,21287868.586514853,21417957.100180745,14160.022749241441,115928.49091665074,0.5416258175933071,0.0,19675625.181408513,74.72696352109344,0.0,19565563.798473205
4,0.0,0.1,8,2,21577568.86797135,20390479.467201658,21503721.779355206,21597357.356506206,19788.488534856588,73847.08861614391,0.34224007842588233,0.0,19782133.75213951,73.69720912288965,0.0,19698088.544660747
5,0.0,0.1,8,2,21753204.34919669,20390479.467201658,21678901.878622256,21772625.32038295,19420.9711862579,74302.47057443485,0.34157023205263415,0.0,20513058.608290035,72.8774550297976,0.0,20364504.062909063
6,0.0,0.1,8,2,21670850.7674391,20390479.467201658,21604575.174180664,21691789.516740914,20938.749301813543,66275.59325843677,0.305828294281908,0.00535748473351304,20765744.396636892,74.52082113077921,0.008594533046899028,20638375.181291778
7,0.0,0.1,8,2,21365489.152904533,20390479.467201658,21270539.129265923,21368724.553056028,3235.4001514948905,94950.0236386098,0.44440837726245935,0.0,19867674.685717195,73.73972602739764,0.0,19853843.185687758
8,0.0,0.1,8,2,21689374.66706419,20390479.467201658,21629224.84903186,21721024.351633098,31649.684568908066,60149.818032331765,0.2773238922543518,0.0,19862411.6277269,73.1101704632007,0.0,19756269.774326276
9,0.0,0.1,8,2,20982721.863248955,20390479.467201658,20908029.88785393,20998076.23244952,15354.36920056492,74691.97539502382,0.355968953321762,0.0,19613493.35452045,73.53139278691586,0.0,19534870.012655735
