run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,30.0,0.2,4,8,21789539.422466446,20390479.467201658,21715482.466647685,21813151.74040946,23612.317943014205,74056.95581876114,0.3398738926184165,0.0,19915763.784406684,74.33701475992869,0.08706955854142807,19911860.82708317
1,30.0,0.2,4,8,21148528.40033624,20390479.467201658,21060540.19880474,21177596.219287146,29067.818950906396,87988.20153149962,0.41604881373259384,0.01034306752200358,18504627.606052186,74.73972602739725,0.05566866200563792,18732508.091907643
2,30.0,0.2,4,8,21210687.92947825,20390479.467201658,21123813.758042965,21247807.431721978,37119.502243727446,86874.17143528536,0.40957734008499147,0.09429515150685722,18797245.016307227,76.73972602739725,0.10815989214859068,18728436.667719327
3,30.0,0.2,4,8,20041626.284653507,20390479.467201658,19945459.130631912,20074930.834116407,33304.549462899566,96167.15402159467,0.47983707836740197,0.024826424634107072,18669755.38492345,73.87571981885687,0.01916510751057022,18764289.02433562
4,30.0,0.2,4,8,22039226.405065905,20390479.467201658,21936278.63302676,22062459.462655827,23233.0575899221,102947.77203914523,0.4671115498658419,0.4795833372347178,19993162.04909571,76.49941091951048,0.6899597071241284,19816350.861270893
5,30.0,0.2,4,8,21802397.779224858,20390479.467201658,21700456.99811848,21809641.32273552,7243.543510660529,101940.78110637888,0.4675668343392787,0.0,20752632.379120983,73.73972602739725,8.049116928532385e-16,20759826.48938994
6,30.0,0.2,4,8,21291727.60310251,20390479.467201658,21201431.57850096,21299171.12575966,7443.522657152265,90296.02460154891,0.42408970415529595,0.0,20656917.541045297,74.4297915460439,0.0,20520454.387599498
7,30.0,0.2,4,8,21559978.263755202,20390479.467201658,21475728.334627427,21595027.5359464,35049.27219119668,84249.92912777513,0.3907700095848841,0.010639915036019462,19863109.954403374,74.00400810483205,0.034548511947225975,20084869.62469433
8,30.0,0.2,4,8,21261763.88332846,20390479.467201658,21213929.59263071,21267700.839514215,5936.956185754389,47834.290697749704,0.22497799787559958,0.0033732181884568394,19656704.682107564,74.73972602739725,0.0005171465189497065,19664162.162706353
9,30.0,0.2,4,8,21579734.340675145,20390479.467201658,21504548.48661318,21587518.31977874,7783.979103595018,75185.8540619649,0.34840954422802517,0.016543843562834233,20017214.617295854,75.50521119212235,0.01771026405564444,19985789.11085779
