run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,30.0,1.0,8,2,20878659.48002995,20390479.467201658,20798651.653393347,20906182.741724033,27523.261694081128,80007.82663660496,0.38320384847087985,0.021646959721345546,19423839.26072886,74.73972602739725,0.07544807588589933,19411980.826540705
1,30.0,1.0,8,2,21350434.77112882,20390479.467201658,21266126.535313044,21363868.85411063,13434.082981809974,84308.23581577465,0.3948783091283025,0.005470588308887421,20281050.462708514,74.3739874890067,0.016194492241575844,20194449.547836203
2,30.0,1.0,8,2,20958981.901720393,20390479.467201658,20836949.18434122,20971109.171182737,12127.269462343305,122032.71737917513,0.5822454447043452,0.013362684374333625,19464856.92577156,73.94259794518675,0.0,19331697.766470343
3,30.0,1.0,8,2,21400507.249661017,20390479.467201658,21307195.75314702,21419878.315515265,19371.06585424766,93311.49651399627,0.4360246952346157,0.3050236679871413,19675473.19201301,76.72696352108618,0.35768925460691636,19565563.798473205
4,30.0,1.0,8,2,21570599.81530236,20390479.467201658,21499148.441445064,21599747.312760636,29147.497458275408,71451.373857297,0.33124426056343975,0.3157263241747235,19782325.83502131,76.70187617278515,0.3164178648579133,19698635.999503285
5,30.0,1.0,8,2,21761875.85895187,20390479.467201658,21685035.0834103,21774205.449019156,12329.590067286044,76840.77554157004,0.3530981246267938,0.3257735201037992,20512994.21332462,75.89970034336416,0.3310431930682754,20370256.28570113
6,30.0,1.0,8,2,21677186.677432854,20390479.467201658,21594098.107759204,21695223.07823184,18036.400798987597,83088.56967364997,0.38329959929786345,0.049184089954528186,20751085.9471004,74.50444671301099,0.29920327409421166,20635045.431041606
7,30.0,1.0,8,2,21366853.508407183,20390479.467201658,21273169.779275138,21374441.23325062,7587.724843438715,93683.72913204506,0.4384535565575131,0.30682936352201995,19867894.571628295,76.7397260273976,0.32477353312795126,19862361.241452876
8,30.0,1.0,8,2,21701464.385401588,20390479.467201658,21640552.070556633,21725464.125839677,23999.740438088775,60912.31484495476,0.2806829703433747,0.015606054487923193,19865935.953366883,74.31189260457896,0.019629811286885998,19760026.854622908
9,30.0,1.0,8,2,20993513.93888887,20390479.467201658,20919945.038450275,21003972.065110598,10458.12622172758,73568.90043859556,0.3504363331110321,0.26866133643535195,19613500.847952865,76.53139278175644,0.30322685957429085,19534870.012655444
