run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,30.0,0.0,8,8,20863183.482349306,20390479.467201658,20758289.043757282,20877036.498970296,13853.016620989889,104894.43859202415,0.5027729285934098,0.01190961212781515,19390163.962603882,74.73972602739725,0.027898573644965355,19384316.82590539
1,30.0,0.0,8,8,21345447.561383326,20390479.467201658,21257787.795819033,21368260.434012864,22812.87262953818,87659.76556429267,0.4106719491929535,0.0,20223610.15972266,73.73972602739725,0.0010065619737676143,20147007.03348409
2,30.0,0.0,8,8,20981539.466422495,20390479.467201658,20861241.157669738,20989083.735406805,7544.268984310329,120298.30875275657,0.5733531085518021,0.03745719178082259,19427150.961653613,76.73972602739725,0.03745719178082243,19290291.16559296
3,30.0,0.0,8,8,21479904.97419331,20390479.467201658,21363322.617170345,21497219.94899482,17314.974801510572,116582.35702296346,0.5427508043589089,0.5750242733296236,19550874.768222563,76.72696352108608,0.5613026669935359,19467106.741027143
4,30.0,0.0,8,8,21623765.156107247,20390479.467201658,21560364.603409857,21649717.98088588,25952.82477863133,63400.55269739032,0.29319848897583856,0.2996575342465754,19934687.42072348,76.52855076023569,0.28444954625130464,19860342.362794198
5,30.0,0.0,8,8,21754780.944365133,20390479.467201658,21678967.123687197,21767577.052949063,12796.10858393088,75813.82067793608,0.34849268706414244,0.3020205479452044,20264648.91969411,74.27471530377028,0.2996575342465755,20131069.634482063
6,30.0,0.0,8,8,21705810.442098044,20390479.467201658,21643855.079012908,21731950.950764928,26140.508666884154,61955.36308513582,0.2854321576722814,0.009867693447053287,20211713.11096486,74.51190774131904,0.08447703724894794,20613215.79276298
7,30.0,0.0,8,8,21349944.136345524,20390479.467201658,21266121.60795654,21365589.612190653,15645.475845128298,83822.5283889845,0.3926124014829972,0.2622003424659208,19933792.0934923,76.73972602739725,0.18728595890410962,19936895.315123856
8,30.0,0.0,8,8,21665283.384553976,20390479.467201658,21587455.216186102,21683146.34993734,17862.965383362025,77828.16836787388,0.359229865524679,0.000853921735610108,19777719.241959594,74.26709603748694,2.0373397457274044e-13,19671535.52144891
9,30.0,0.0,8,8,21021576.786694437,20390479.467201658,20962166.36631334,21037812.974131677,16236.187437240034,59410.420381098986,0.2826163849835598,0.2764103859031237,19535697.50565596,76.53139278691623,0.2919084847987574,19472000.28490713
