run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,0.0,1.0,4,4,21801495.743628938,20390479.467201658,21727240.938249283,21817391.947358403,15896.203729465604,74254.80537965521,0.3405950043650319,0.0,20105316.034952797,73.3529108414726,0.0,20077039.69164909
1,0.0,1.0,4,4,21099641.52576427,20390479.467201658,21003289.740273856,21121536.890172955,21895.36440868303,96351.78549041599,0.45665129131584115,0.0,18903035.948429395,73.73972602739725,0.0,18902170.448370196
2,0.0,1.0,4,4,21177339.916185573,20390479.467201658,21090676.978560816,21218478.696582586,41138.78039701283,86662.93762475625,0.40922485056076785,0.0,18811021.129466735,73.73972602739725,0.0,18728944.30322086
3,0.0,1.0,4,4,20076912.29142809,20390479.467201658,19978423.089288045,20095687.15138298,18774.859954889864,98489.20214004442,0.4905595079084683,0.0,18892251.870321944,73.73972602739725,0.0,18899574.20337535
4,0.0,1.0,4,4,22006999.481582377,20390479.467201658,21903277.37730924,22029162.654566918,22163.172984540462,103722.1042731367,0.4713141578430152,0.0,20065502.818967026,73.49619611449887,0.0,19888834.53421374
5,0.0,1.0,4,4,21888722.69545063,20390479.467201658,21807399.533292837,21895367.48989163,6644.794440999627,81323.1621577926,0.37152995763747726,0.0,21117837.412591215,73.73972602739765,0.0,21124965.670440733
6,0.0,1.0,4,4,21237860.685438886,20390479.467201658,21148388.916686315,21252956.13523031,15095.449791423976,89471.7687525712,0.4212842813019999,0.0,20756209.278131858,73.42979154604389,0.0,20748468.94000746
7,0.0,1.0,4,4,21577830.492326424,20390479.467201658,21465883.544760555,21600047.583390884,22217.091064460576,111946.9475658685,0.5188053896599077,0.0,20350207.482994974,72.99909835080473,0.0,20178423.580149874
8,0.0,1.0,4,4,21304574.90746395,20390479.467201658,21253673.59017458,21308934.71689874,4359.809434790164,50901.31728936732,0.2389220038909779,0.0,19728034.04372176,73.73972602739725,0.0,19735712.1334882
9,0.0,1.0,4,4,21597873.738533333,20390479.467201658,21523487.521554515,21610477.572555374,12603.83402204141,74386.21697881818,0.3444145376500825,0.0,20018699.978453558,73.49326011534082,0.0,19985789.110857986
