run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,30.0,0.2,8,8,20847602.273450844,20390479.467201658,20759692.88161172,20877036.498970296,29434.225519452244,87909.39183912426,0.4216762709017898,0.0185546562845766,19414550.788526274,74.25569212913494,0.03519356247245593,19368659.996866643
1,30.0,0.2,8,8,21348037.506244626,20390479.467201658,21263835.90966516,21368260.434012864,20222.92776823789,84201.59657946602,0.3944231246307103,0.0032321186452740395,20223584.832977347,74.3739874890071,0.003232118645273634,20147007.03348432
2,30.0,0.2,8,8,20966746.81627157,20390479.467201658,20861939.944579005,20989083.735406805,22336.91913523525,104806.87169256434,0.49987188098836266,0.046669418891241495,19426861.949244186,76.35768530232554,0.043104030335756896,19290291.165592965
3,30.0,0.2,8,8,21475083.248177983,20390479.467201658,21364881.11778753,21497219.94899482,22136.700816836208,110202.13039045408,0.5131627622435596,0.563985733863819,19579657.50903667,76.72696352108616,0.5706934010395388,19467106.741027374
4,30.0,0.2,8,8,21623161.205138948,20390479.467201658,21564378.134348147,21649717.98088588,26556.77574693039,58783.0707908012,0.27185234496069355,0.30366605007377057,19934666.517478034,76.22669111196728,0.2760135133713326,19854176.55648833
5,30.0,0.2,8,8,21736452.24396122,20390479.467201658,21682207.12289182,21767577.052949063,31124.808987844735,54245.12106939778,0.2495583016978682,0.3604521446187558,20264142.83409122,75.89970034336456,0.3170292092465854,20131069.634481903
6,30.0,0.2,8,8,21707616.06993121,20390479.467201658,21642412.738599714,21731950.950764928,24334.880833718926,65203.331331495196,0.3003707598358212,0.03341734246479467,20564074.41014072,74.51190774131904,0.10112976031753304,19964843.80531197
7,30.0,0.2,8,8,21356535.0326265,20390479.467201658,21262625.197400857,21365589.612190653,9054.579564154148,93909.83522564173,0.4397241176163415,0.29133523458668725,19946535.070754506,76.73972602739725,0.1975175386717228,19938416.172863726
8,30.0,0.2,8,8,21670552.326641552,20390479.467201658,21591164.4916051,21683146.34993734,12594.023295786232,79387.83503645286,0.36633969379199566,0.005607957217665662,19777712.997143377,72.58106011364136,0.006249247495395966,19671535.52144895
9,30.0,0.2,8,8,21002955.030840553,20390479.467201658,20966585.36966144,21037812.974131677,34857.94329112396,36369.66117911413,0.1731644957850419,0.2841594353509403,19532120.2217193,76.73972602739725,0.2919084847987574,19472000.284907293
