run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,0.0,0.1,2,8,21821766.558676433,20390479.467201658,21817368.007874507,21834126.568630412,12360.009953979403,4398.550801925361,0.020156712748704928,0.0,21133422.78801513,73.73972602739725,0.0,21007578.629618347
1,0.0,0.1,2,8,21132858.423727166,20390479.467201658,21062814.197463457,21157469.953710917,24611.529983751476,70044.22626370937,0.33144700475098243,0.0,20189484.092523847,73.37398748900668,0.0,20153023.561008535
2,0.0,0.1,2,8,20399428.389409617,20390479.467201658,20313388.375355452,20432742.64143451,33314.25202489272,86040.01405416429,0.4217765930090083,0.0,19756251.550908115,73.73972602739765,0.0,19650124.060317848
3,0.0,0.1,2,8,22128987.55160766,20390479.467201658,22043062.49103142,22133765.583453525,4778.0318458639085,85925.06057624146,0.38829187451912617,0.0,21715286.009414047,73.73972602739725,0.0,21620420.255760938
4,0.0,0.1,2,8,21152676.64558244,20390479.467201658,21092078.330736123,21186620.197657753,33943.55207531154,60598.314846318215,0.2864805994137563,0.0,20428924.436604884,73.73972602739725,0.0,20853391.515905876
5,0.0,0.1,2,8,21089587.01627613,20390479.467201658,20987182.39394128,21101822.504964463,12235.488688334823,102404.62233484909,0.48556959534493094,0.0,19208524.041681584,73.06830921457458,0.0,19098393.315031726
6,0.0,0.1,2,8,21590561.733250074,20390479.467201658,21473058.61456237,21600962.94222802,10401.208977945149,117503.1186877042,0.5442337264747776,0.0,21064480.348781507,73.7397260273976,0.0,21001972.271476634
7,0.0,0.1,2,8,22057873.039227497,20390479.467201658,21961821.90123105,22089060.89337939,31187.854151893407,96051.13799644634,0.4354505886656886,0.0,20918502.501571376,73.22669111196736,0.0,20851033.68260137
8,0.0,0.1,2,8,20303907.53080233,20390479.467201658,20241598.61842845,20325680.697556335,21773.16675400734,62308.91237387806,0.30688138369105283,0.0,19632924.421833258,73.73972602739725,0.0,19449947.02629644
9,0.0,0.1,2,8,22485639.32689908,20390479.467201658,22405065.852903318,22490544.27387663,4904.946977548301,80573.47399576381,0.3583330356961455,0.0,21820106.694319293,73.73972602739725,0.0,21723970.34495906
