run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,0.0,0.05,8,8,20852532.709486395,20390479.467201658,20759034.40500315,20877492.40602784,24959.696541443467,93498.30448324606,0.44837864918303705,0.009879956707405827,19366214.190992136,74.25569212916258,0.004939978353071938,19367933.360225543
1,0.0,0.05,8,8,21345103.54243851,20390479.467201658,21265207.102733012,21367984.954331003,22881.411892492324,79896.43970549852,0.3743080446841017,0.0,20223607.817385204,74.70590079686076,0.0,20147007.0334842
2,0.0,0.05,8,8,20963776.185235493,20390479.467201658,20857818.871721983,20989880.969985083,26104.78474958986,105957.31351350993,0.5054304748212979,0.0,19426372.55206788,74.73972602739725,0.0,19290291.165592965
3,0.0,0.05,8,8,21476883.720681425,20390479.467201658,21372543.602066472,21495038.60871546,18154.88803403452,104340.11861495301,0.48582522479496143,0.0,19577168.12396256,73.72696352108669,0.0,19467106.741027143
4,0.0,0.05,8,8,21619481.266281497,20390479.467201658,21561082.585255723,21648371.356637433,28890.090355936438,58398.68102577329,0.27012063937377595,0.0,19934692.60992541,75.68185422276744,0.0,19854176.556488328
5,0.0,0.05,8,8,21752040.075461257,20390479.467201658,21679862.602898777,21766821.679669894,14781.604208637029,72177.47256248072,0.33181932504760786,0.0,20264559.810070187,74.59575261438334,0.0,20131069.634481903
6,0.0,0.05,8,8,21691865.84734408,20390479.467201658,21651709.612592958,21733017.788439203,41151.941095121205,40156.234751123935,0.18512116492754635,0.0,20719146.113310765,74.51190774131943,0.002148633261724755,20613215.792762883
7,0.0,0.05,8,8,21357971.692117598,20390479.467201658,21265668.84718156,21366590.583383746,8618.891266148537,92302.8449360393,0.43217046200180476,0.0,19927458.256324466,74.73972602739725,0.0,19934228.200594865
8,0.0,0.05,8,8,21656879.7822251,20390479.467201658,21592100.97277131,21683673.78495878,26794.00273368135,64778.809453789145,0.29911423115972785,0.0,19658454.485030837,74.17368147986997,0.0,19671535.521448687
9,0.0,0.05,8,8,21006751.55507232,20390479.467201658,20963942.550818115,21036774.390127376,30022.83505505696,42809.00425420329,0.20378688319311594,0.0,19519158.428833146,73.5313927869162,0.0,19472000.284907296
