run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,0.0,0.0,2,8,21817365.057487827,20390479.467201658,21781250.815150503,21834126.568630412,16761.511142585427,36114.242337323725,0.16552980729874683,0.0,21043959.11425945,73.73972602739725,0.009879956706178682,20434011.230658706
1,0.0,0.0,2,8,21134345.015322123,20390479.467201658,21056616.388368007,21157469.953710917,23124.93838879466,77728.62695411593,0.3677834676104875,0.0,20220949.74132899,73.3739874890067,0.0,20118798.072896905
2,0.0,0.0,2,8,20392579.576044757,20390479.467201658,20296978.307952814,20432742.64143451,40163.06538975239,95601.26809194311,0.46880419289497977,0.0,19656914.98721266,73.73972602739725,0.0,19193154.406736195
3,0.0,0.0,2,8,22130117.694749262,20390479.467201658,22084508.577640243,22133765.583453525,3647.888704262674,45609.11710901931,0.20609523066314658,0.0,21715287.29244903,73.73972602739725,0.0,21620420.255760938
4,0.0,0.0,2,8,21160341.035714433,20390479.467201658,21090319.199333083,21186620.197657753,26279.161943320185,70021.83638134971,0.3309107176636087,0.0,20850134.291140188,73.73972602739725,0.0,20856834.90890032
5,0.0,0.0,2,8,21083966.065469425,20390479.467201658,20967871.17810665,21101822.504964463,17856.43949503824,116094.88736277446,0.5506311620986271,0.0,19207388.381043214,71.62531047842405,0.0,19098393.315031618
6,0.0,0.0,2,8,21598643.475892514,20390479.467201658,21471130.775429104,21600962.94222802,2319.466335505247,127512.70046341047,0.5903736528904452,0.0,21113416.99176572,73.73972602739758,0.0,21001972.27147662
7,0.0,0.0,2,8,22055936.399915427,20390479.467201658,21960648.4115939,22089060.89337939,33124.49346396327,95287.98832152784,0.4320287590323901,0.0,20919119.482666146,72.98172801795832,0.0,20796241.87127928
8,0.0,0.0,2,8,20298383.32880703,20390479.467201658,20242916.389722835,20325680.697556335,27297.368749305606,55466.9390841946,0.2732579151043872,0.0,19585220.86611202,73.73972602739725,0.0,19292339.13530602
9,0.0,0.0,2,8,22479204.173407987,20390479.467201658,22402414.26363835,22490544.27387663,11340.10046864301,76789.90976963565,0.3416042186247638,0.0,21789619.373695914,73.73972602739725,0.0,21723970.34495918
