run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,30.0,0.0,8,4,20862091.155914523,20390479.467201658,20766253.815751042,20892601.65915493,30510.503240406513,95837.34016348049,0.4593851088427923,0.006829535371789684,19482299.78191069,74.2556921291626,0.03719809819326973,19385269.231756877
1,30.0,0.0,8,4,21354060.948442202,20390479.467201658,21274683.91927845,21377680.629107255,23619.680665053427,79377.02916375175,0.37171865976875174,0.0,20239034.91716226,74.3739874890067,0.010444194566426245,20162457.117668875
2,30.0,0.0,8,4,20961529.665133275,20390479.467201658,20846504.22123839,20984464.491236977,22934.826103702188,115025.44389488548,0.5487454672080304,0.14982876712328885,19435362.448375676,75.94259794528922,0.1508280526218485,19303998.962403044
3,30.0,0.0,8,4,21507020.348666262,20390479.467201658,21405696.627396762,21525205.903400082,18185.55473382026,101323.72126949951,0.47111928861769553,0.5993150684931507,19716329.291527107,76.7269635210866,0.5993150684931509,19603776.81621357
4,30.0,0.0,8,4,21578866.91690647,20390479.467201658,21520651.882565618,21611415.89632207,32548.979415602982,58215.03434085101,0.269777994206179,0.2996575342465754,19894470.48924386,76.135315227023,0.2276224562773429,19822207.920020748
5,30.0,0.0,8,4,21747687.26231813,20390479.467201658,21664335.391268265,21756259.58211835,8572.31980022043,83351.87104986608,0.3832677472527781,0.2996575342465754,20401010.034885842,76.59575261438505,0.29965753424657554,20241053.217251144
6,30.0,0.0,8,4,21743495.917728804,20390479.467201658,21662459.216694396,21761707.52560401,18211.607875205576,81036.70103440806,0.37269398325378705,0.006578462297838819,20748515.341097325,72.7224185348499,0.02760053123797842,20638375.18129297
7,30.0,0.0,8,4,21338291.358654883,20390479.467201658,21239118.76467845,21350931.235728405,12639.877073522657,99172.59397643432,0.4647635197661203,0.22474315068493175,19880619.083919626,76.73972602739725,0.22474315068493161,19886594.711918652
8,30.0,0.0,8,4,21667030.59448421,20390479.467201658,21586699.326599576,21678451.89747898,11421.302994769067,80331.26788463444,0.37075347050594193,0.0,19862456.5969203,74.31189260457897,0.0,19756269.7743264
9,30.0,0.0,8,4,21063852.856834196,20390479.467201658,20985090.284333713,21072368.665524572,8515.80869037658,78762.5725004822,0.373922914463047,0.28415943535093935,19606435.813661266,76.73972602739725,0.28415943535093946,19516898.96466411
