run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,0.0,0.1,4,4,21798725.346363585,20390479.467201658,21723997.84812846,21813114.609623794,14389.26326020807,74727.4982351251,0.34280673318172233,0.0,20097624.572496302,73.33701475992869,0.0,20071807.919074606
1,0.0,0.1,4,4,21102987.822689176,20390479.467201658,20990542.39774133,21119127.17655741,16139.353868234903,112445.42494784668,0.532841254009299,0.0,18922992.008445267,73.73972602739768,0.0,18900466.429706797
2,0.0,0.1,4,4,21178092.741927903,20390479.467201658,21086355.650511865,21212825.229643527,34732.48771562427,91737.09141603857,0.43316975014666725,0.0,18810807.612619944,73.73972602739725,0.0,18728436.667719234
3,0.0,0.1,4,4,20061370.556180518,20390479.467201658,19970259.300803408,20096699.2503505,35328.69416998327,91111.2553771101,0.45416266611475603,0.0,18891807.099370945,72.82841628802443,0.0,18899201.302674916
4,0.0,0.1,4,4,22016908.18661458,20390479.467201658,21913736.955669254,22028309.125964172,11400.939349591732,103171.23094532639,0.4685999962885364,0.0,20065421.87868453,73.73972602739725,0.0,19888834.534213413
5,0.0,0.1,4,4,21882433.564515438,20390479.467201658,21802068.016930927,21897974.41966517,15540.85514973104,80365.54758451134,0.36726055786972495,0.0,21117225.60453781,74.73972602637203,0.0,21124348.362490647
6,0.0,0.1,4,4,21238494.158302322,20390479.467201658,21149955.195012245,21249134.892370455,10640.734068132937,88538.9632900767,0.41687966496186835,0.0,20813820.12762679,72.73919404204904,0.0,20748435.065847967
7,0.0,0.1,4,4,21589643.915555403,20390479.467201658,21464522.02225241,21597101.626769003,7457.7112135998905,125121.89330299199,0.579545886872369,0.0,20350200.89437874,72.98172801795863,0.0,20178423.580149975
8,0.0,0.1,4,4,21303601.57964948,20390479.467201658,21252680.345217843,21306190.339130115,2588.759480636567,50921.23443163559,0.23902641176071707,0.0,19728020.956645492,73.73972602739725,0.0,19735652.86358354
9,0.0,0.1,4,4,21604773.2049106,20390479.467201658,21528583.37515399,21608266.735688694,3493.530778095126,76189.8297566101,0.35265276350733793,0.0,20018629.87491885,73.39091043079378,0.0,19985698.647482805
