run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,30.0,0.0,2,8,21828802.130027466,20390479.467201658,21815126.165021785,21834126.568630412,5324.438602946699,13675.965005680919,0.06265101000145312,0.0,21133422.78801513,73.73972602739725,0.0,20976016.828599233
1,30.0,0.0,2,8,21135441.117770538,20390479.467201658,21051664.043469843,21157567.123507723,22126.00573718548,83777.07430069521,0.39638195310840235,0.05089350629300034,20220858.051083673,74.73972602739761,0.1505479452054833,20118798.072896905
2,30.0,0.0,2,8,20397427.652052164,20390479.467201658,20296666.035204235,20432742.641434748,35314.98938258365,100761.61684792861,0.4939917844875459,0.0,19537218.69244196,73.73972602739725,0.0,19193154.4067358
3,30.0,0.0,2,8,22130117.694749262,20390479.467201658,22084508.577640243,22133765.583452187,3647.8887029252946,45609.11710901931,0.20609523066314658,0.0,21715287.292449027,73.73972602739725,0.0,21620420.255760934
4,30.0,0.0,2,8,21158728.90390094,20390479.467201658,21071231.930616137,21188405.121044114,29676.21714317426,87496.97328480333,0.4135266049402046,0.0,20849664.134763148,73.73972602739725,0.0,20823823.675521687
5,30.0,0.0,2,8,21083823.011159446,20390479.467201658,20970915.843457714,21099997.088345498,16174.077186051756,112907.16770173237,0.535515630357795,0.0,19207795.42242559,73.64793728531036,0.013861894506552683,19098393.31503162
6,30.0,0.0,2,8,21576372.69129268,20390479.467201658,21469157.460892003,21602651.237424146,26278.546131465584,107215.23040067777,0.49691035622472973,1.1986301369863008,20964053.49459016,76.73972602739758,1.0488013698630136,21001972.27147662
7,30.0,0.0,2,8,22058170.2351303,20390479.467201658,21971469.408042736,22087068.286968358,28898.05183805898,86700.82708756253,0.39305539019497177,0.0,20800578.447590463,72.98172801795832,0.0,20800447.513277423
8,30.0,0.0,2,8,20301407.888190884,20390479.467201658,20257551.65713742,20324525.013320517,23117.12512963265,43856.231053464115,0.2160255648031919,0.006961885920653264,19615116.410187397,74.34044747903592,0.0,19501721.24288826
9,30.0,0.0,2,8,22487988.498756446,20390479.467201658,22399100.542122852,22487805.965003055,-182.53375339135528,88887.95663359389,0.3952685970046155,0.029740603934507226,21768398.945707083,74.73972602739725,0.08725866216993064,21723970.344959315
