run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,0.0,1.0,8,8,20854409.956502013,20390479.467201658,20766816.286048565,20878309.988507207,23900.032005194575,87593.67045344785,0.4200246884766825,0.009879956707311403,19416067.368235998,74.25569212913544,0.004939978352759989,19302078.83662563
1,0.0,1.0,8,8,21345676.13010048,20390479.467201658,21262036.185336135,21368156.62890458,22480.498804099858,83639.94476434588,0.39183553734520266,0.0,20223716.212534003,74.70590079686077,0.0,20147262.528535567
2,0.0,1.0,8,8,20979760.320701506,20390479.467201658,20861898.283099603,20989428.918982647,9668.59828114137,117862.03760190308,0.5617892473519073,0.0,19427158.485955786,73.7397260273977,0.0,19290291.165593058
3,0.0,1.0,8,8,21478350.741083037,20390479.467201658,21382505.561440576,21496278.79361127,17928.052528232336,95845.17964246124,0.4462408720197121,0.0,19577132.826833468,74.72696352108618,0.0,19467106.74102731
4,0.0,1.0,8,8,21628862.685694534,20390479.467201658,21566138.585823003,21648736.584542993,19873.898848459125,62724.09987153113,0.2900018405175656,0.0,19935004.454116534,74.69720912289004,0.0,19860474.925941296
5,0.0,1.0,8,8,21751888.948502414,20390479.467201658,21678077.464364603,21766333.156418856,14444.207916442305,73811.48413781077,0.3393336749399531,0.0,20271706.49797948,74.60820288193432,0.0,20135086.452347115
6,0.0,1.0,8,8,21716275.47849275,20390479.467201658,21650167.44301097,21734194.552173316,17919.07368056476,66108.03548178077,0.3044170053343286,0.012891799570348542,20719185.34082752,74.51190774131942,0.002148633261724755,20581355.52497607
7,0.0,1.0,8,8,21351204.08682899,20390479.467201658,21253914.95046822,21368439.12600066,17235.039171669632,97289.13636077195,0.4556611232093797,0.0,19945168.863196213,75.73972602739725,0.0,19945138.127651103
8,0.0,1.0,8,8,21663856.41574614,20390479.467201658,21594763.194221433,21687070.12231754,23213.706571400166,69093.22152470797,0.31893315852337495,0.0,19731741.407263372,74.31189260457897,0.0,19675316.855325144
9,0.0,1.0,8,8,21020482.18600015,20390479.467201658,20964945.800030943,21037595.701136917,17113.51513676718,55536.38596920669,0.2642012941367942,0.0,19535472.35203039,73.53139278691619,0.0,19472000.284907028
