run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,30.0,1.0,4,2,21777546.527636517,20390479.467201658,21698788.515517,21786749.945102837,9203.417466320097,78758.01211951673,0.36164777340537363,0.24164552118051,20029710.861212675,75.61922564681085,0.032786422434641645,20002713.829578705
1,30.0,1.0,4,2,21086234.036529783,20390479.467201658,21001061.248324156,21119626.72654627,33392.69001648575,85172.78820562735,0.4039260308790752,0.013790756693584939,18896283.026543096,74.73972602739725,0.20017595235456234,18859374.978201043
2,30.0,1.0,4,2,21208240.60090612,20390479.467201658,21118607.507119264,21242953.041205946,34712.440299827605,89633.0937868543,0.4226333314184711,0.041000851459086676,18910256.76636456,74.73972602739725,0.10634332677821201,18828115.069989208
3,30.0,1.0,4,2,20004347.184223693,20390479.467201658,19945788.96037779,20036564.03476356,32216.850539866835,58558.22384590283,0.2927274922127147,0.02555347668076029,18744493.71102264,74.73972602739725,0.02555347668076029,18750116.479491338
4,30.0,1.0,4,2,21998396.480702426,20390479.467201658,21898513.10446641,22013124.060046755,14727.579344328493,99883.3762360178,0.45404844086539725,0.7430396864267261,20166181.31654543,76.49941091951048,0.4942132759872171,19991406.39847127
5,30.0,1.0,4,2,21772050.570765298,20390479.467201658,21673063.2743943,21775113.239613205,3062.6688479073346,98987.29637099802,0.4546530702253397,0.0,21076640.786447644,73.73972602739725,0.0,21083769.044297025
6,30.0,1.0,4,2,21336348.882905595,20390479.467201658,21247888.649295468,21347436.21140778,11087.328502185643,88460.23361012712,0.41459873990437185,0.0,20891461.894681387,73.4297915460436,0.0,20783042.173994787
7,30.0,1.0,4,2,21599952.780958258,20390479.467201658,21528801.381240528,21630265.684951775,30312.90399351716,71151.39971772954,0.32940534842490055,0.04928862148153618,20220631.22169645,74.45678047798162,0.1069596067049451,20050686.22495368
8,30.0,1.0,4,2,21269765.3034298,20390479.467201658,21228862.660257176,21278245.628110334,8480.32468053326,40902.64317262545,0.1923041584574034,0.038546511968219295,19795386.33698068,74.73972602739725,0.02698574550765473,19800397.258469652
9,30.0,1.0,4,2,21486708.01630788,20390479.467201658,21389716.763716154,21489626.7706422,2918.754334319383,96991.25259172544,0.4514011756389647,0.046801237642247265,20019938.785331417,74.65442430396169,0.04680123764224668,19985789.11085799
