run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,30.0,0.2,2,4,21780459.6727185,20390479.467201658,21770758.92345371,21784769.170974806,4309.498256307095,9700.749264787883,0.0445387719568597,0.005470588308888424,20982319.02182026,74.73972602739725,0.0,20934667.63481642
1,30.0,0.2,2,4,21098125.44159196,20390479.467201658,21018921.58706259,21115514.004262432,17388.56267047301,79203.85452936962,0.37540706992494444,0.04357402517199488,20221333.420445923,74.35695577142987,0.16000000000000686,20161126.50546186
2,30.0,0.2,2,4,20405649.46157108,20390479.467201658,20316986.561390433,20437392.78530826,31743.323737181723,88662.90018064529,0.43450173123683034,0.0,19734402.137496047,73.73972602739725,0.0,19635520.66688136
3,30.0,0.2,2,4,22132073.621693328,20390479.467201658,22084947.86499939,22135318.238287944,3244.6165946163237,47125.756693936884,0.21292969425036318,0.0,21715287.292449143,73.73972602739725,0.005470588308888214,21620420.255760938
4,30.0,0.2,2,4,21225534.40485028,20390479.467201658,21142208.837407086,21256299.832857754,30765.428007472306,83325.56744319573,0.3925722945479991,0.0,20936154.37203169,73.73972602739725,0.0,20814360.079320353
5,30.0,0.2,2,4,21125802.153343115,20390479.467201658,20997319.903896414,21130285.646089677,4483.492746561766,128482.24944670126,0.6081769038359057,0.011467443962169558,19250478.68276648,74.64793728531009,0.03919123297527492,19139494.24008841
6,30.0,0.2,2,4,21590784.1517032,20390479.467201658,21476020.309097193,21610418.61368999,19634.461986787617,114763.84260600805,0.5315408731783132,1.1986301369863013,21111213.352275338,76.73972602739725,1.1986301369863015,20935401.76139468
7,30.0,0.2,2,4,22011562.358497668,20390479.467201658,21926234.284979835,22046928.105174705,35365.74667703733,85328.0735178329,0.38765114501239206,0.0,20801403.689221554,72.98172801795832,0.0,20798253.769674595
8,30.0,0.2,2,4,20287152.91879965,20390479.467201658,20235109.083475187,20312144.350643978,24991.4318443276,52043.8353244625,0.2565359246453683,0.048152589809913465,19632986.428318005,73.73972602739725,0.0,19569457.685602818
9,30.0,0.2,2,4,22476426.930906292,20390479.467201658,22395040.058240183,22478068.733710103,1641.8028038106859,81386.87266610935,0.3620988020751556,0.05912600252572098,21908419.980170973,74.73972602739725,0.07283955304229948,21793900.406147413
