run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70,0.5,2,2,22214770.576582137,20565692.625499967,22198125.78458584,22280584.044895925,65813.46831378713,22232001.6116969,17231.035114761442,16644.791996296495,0.07492668870432867
