run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,0.0,8,8,20910268.691232722,20424633.937798895,20815199.232694063,20932291.835295353,22023.144062630832,20931418.101309672,21149.410076949745,95069.45853865892,0.4546544090010653
1,45.0,0.0,8,8,21398246.163494363,20424633.937798895,21303346.614537735,21417383.89868568,19137.735191315413,21418236.908032123,19990.744537759572,94899.54895662889,0.4434921826375122
2,45.0,0.0,8,8,21056888.969501972,20424633.937798895,20936965.286719654,21064143.045561843,7254.076059870422,21064423.408774868,7534.439272895455,119923.68278231844,0.5695223209658916
3,45.0,0.0,8,8,21529139.562380787,20424633.937798895,21419296.38137029,21553846.012885384,24706.450504597276,21554188.61382407,25049.051443282515,109843.18101049587,0.5102070182239505
4,45.0,0.0,8,8,21675148.306492362,20424633.937798895,21599770.34209402,21689587.55105926,14439.244566898793,21690289.50802344,15141.201531078666,75377.96439834312,0.34776216214292355
5,45.0,0.0,8,8,21810789.785946045,20424633.937798895,21726007.478797212,21819182.98630124,8393.200355194509,21819106.39399864,8316.60805259645,84782.30714883283,0.38871727241836507
6,45.0,0.0,8,8,21774774.184562713,20424633.937798895,21690172.88757252,21785601.67174406,10827.487181346864,21786934.365949772,12160.18138705939,84601.29699019343,0.38852892926977745
7,45.0,0.0,8,8,21420296.290260896,20424633.937798895,21328597.090603594,21427484.112209108,7187.82194821164,21428001.649053123,7705.358792226762,91699.19965730235,0.42809491715105247
8,45.0,0.0,8,8,21697349.011901367,20424633.937798895,21625408.36445732,21716303.35059789,18954.338696520776,21715829.11264473,18480.100743360817,71940.64744404703,0.3315642266001545
9,45.0,0.0,8,8,21075296.061898835,20424633.937798895,21009546.268005885,21083325.27002358,8029.208124745637,21084548.333358314,9252.271459478885,65749.79389294982,0.3119756595581885
