run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,1.0,8,2,21421858.45929508,20565692.625499967,21318540.087901205,21429016.887936182,7158.428641103208,21429815.843588404,7957.384293325245,103318.37139387429,0.482303491969175
1,70.0,1.0,8,2,21983309.5388878,20565692.625499967,21890346.832184754,21993811.694818974,10502.155931174755,21993811.694818974,10502.155931174755,92962.70670304447,0.4228785776709203
2,70.0,1.0,8,2,21621276.54307032,20565692.625499967,21511759.164348528,21629817.167779014,8540.624708693475,21629817.167779014,8540.624708693475,109517.37872179225,0.506525960683357
3,70.0,1.0,8,2,21970269.496010814,20565692.625499967,21862304.825196646,21988574.891810194,18305.395799379796,21988574.891810194,18305.395799379796,107964.67081416771,0.4914125920657053
4,70.0,1.0,8,2,22012284.890833274,20565692.625499967,21955862.56854053,22042461.74090361,30176.85007033497,22042461.74090361,30176.85007033497,56422.32229274511,0.2563219700842662
5,70.0,1.0,8,2,22300963.085232276,20565692.625499967,22213351.8423866,22321214.84295205,20251.7577197738,22321214.84295205,20251.7577197738,87611.24284567684,0.39285856180665624
6,70.0,1.0,8,2,22198757.57674917,20565692.625499967,22119494.01336947,22205445.301529314,6687.724780146033,22205445.301529314,6687.724780146033,79263.5633796975,0.3570630613251871
7,70.0,1.0,8,2,21892170.97492164,20565692.625499967,21816942.397009198,21921498.093984406,29327.119062766433,21921498.093984406,29327.119062766433,75228.57791244239,0.343632333214553
8,70.0,1.0,8,2,22152605.68619468,20565692.625499967,22084144.59522647,22184063.16831866,31457.482123978436,22183128.87170251,30523.185507830232,68461.09096821025,0.30904306219324185
9,70.0,1.0,8,2,21534442.73810397,20565692.625499967,21462857.09207601,21545652.09884895,11209.360744979233,21545652.09884895,11209.360744979233,71585.64602795988,0.3324239540282747
