run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,0.0,8,8,21058020.303838544,20565692.625499967,20964572.283231176,21077231.095070906,19210.79123236239,21078338.924011726,20318.62017318234,93448.02060736716,0.443764509954115
1,70.0,0.0,8,8,21549853.127269052,20565692.625499967,21474667.67772206,21569112.792723965,19259.66545491293,21567670.457836874,17817.33056782186,75185.44954699278,0.3488907748139293
2,70.0,0.0,8,8,21217505.298336286,20565692.625499967,21099189.490436688,21228608.651272032,11103.352935746312,21227146.441888634,9641.143552348018,118315.80789959803,0.5576329838780597
3,70.0,0.0,8,8,21680724.421560872,20565692.625499967,21572694.529489644,21692224.382942475,11499.961381603032,21691908.95194192,11184.530381046236,108029.89207122847,0.4982762105670039
4,70.0,0.0,8,8,21816494.833108116,20565692.625499967,21748429.997942027,21829791.0629486,13296.229840483516,21829290.11369737,12795.28058925271,68064.83516608924,0.3119879507994836
5,70.0,0.0,8,8,21956817.463169638,20565692.625499967,21882492.124256317,21971017.008655306,14199.545485667884,21970091.377033602,13273.913863964379,74325.3389133215,0.33850688533524864
6,70.0,0.0,8,8,21920477.88280752,20565692.625499967,21846104.12593309,21935400.689564906,14922.806757386774,21935273.779960148,14795.89715262875,74373.75687443092,0.3392889391921657
7,70.0,0.0,8,8,21566672.376729082,20565692.625499967,21473033.441726577,21575369.94205762,8697.565328538418,21574976.40229341,8304.025564327836,93638.93500250578,0.4341835094761502
8,70.0,0.0,8,8,21823826.73048989,20565692.625499967,21755729.432294764,21843734.19061088,19907.460120987147,21842340.662113562,18513.931623671204,68097.2981951274,0.31203188623189176
9,70.0,0.0,8,8,21222875.08051061,20565692.625499967,21157012.475201923,21231528.879075497,8653.798564888537,21230733.450730514,7858.370219904929,65862.60530868545,0.3103378079493499
