run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,0.1,2,8,21854156.65333391,20424633.937798895,21838930.297486927,21900297.23065581,46140.57732190192,21870999.046892926,16842.393559016287,15226.35584698245,0.06967258489317925
1,45.0,0.1,2,8,21209671.852935445,20424633.937798895,21126487.851903267,21258201.47972504,48529.62678959593,21227538.99208284,17867.13914739713,83184.00103217736,0.3921984347940988
2,45.0,0.1,2,8,20475303.573443398,20424633.937798895,20367509.057303745,20492338.00193245,17034.42848905176,20478707.549657583,3403.976214185357,107794.51613965258,0.5264611376969413
3,45.0,0.1,2,8,22166170.94643918,20424633.937798895,22118403.539523438,22200080.86453772,33909.918098539114,22169828.1680651,3657.221625920385,47767.406915742904,0.21549688049940968
4,45.0,0.1,2,8,21218773.789973903,20424633.937798895,21146647.16132285,21250844.154037014,32070.364063110203,21234569.50090614,15795.710932236165,72126.62865105271,0.3399189291755083
5,45.0,0.1,2,8,21111176.98960984,20424633.937798895,20998033.058081277,21124643.836969987,13466.8473601453,21112316.62008427,1139.6304744295776,113143.93152856454,0.5359432663761471
6,45.0,0.1,2,8,21668882.338134676,20424633.937798895,21549792.61464092,21733728.42224222,64846.08410754427,21681126.475955304,12244.13782062754,119089.72349375486,0.5495886757581908
7,45.0,0.1,2,8,22075323.099949405,20424633.937798895,21983840.09648388,22130710.657321602,55387.55737219751,22102840.069021747,27516.96907234192,91483.0034655258,0.41441297620570494
8,45.0,0.1,2,8,20342611.676387478,20424633.937798895,20288052.4814883,20419442.74574258,76831.06935510412,20364252.178419653,21640.50203217566,54559.19489917904,0.26820152577807005
9,45.0,0.1,2,8,22527555.62327927,20424633.937798895,22443701.065264113,22550118.292045236,22562.66876596585,22531695.957928658,4140.334649387747,83854.55801515654,0.3722310552348781
