run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.0,4,4,21801652.16013539,20390479.467201658,21723379.022467215,21814889.11898657,13236.95885118097,21811937.217763305,10285.057627916336,78273.13766817376,0.3590238808199006
1,0.0,0.0,4,4,21103409.95368734,20390479.467201658,21014307.37066575,21120130.867428906,16720.91374156624,21120412.601461798,17002.64777445793,89102.58302158862,0.4222188888768659
2,0.0,0.0,4,4,21198631.715261407,20390479.467201658,21103409.073366053,21212864.93996245,14233.224701043218,21213901.4924487,15269.777187291533,95222.6418953538,0.4491923968224832
3,0.0,0.0,4,4,20069103.739380963,20390479.467201658,19960969.972262606,20097979.96960872,28876.230227757245,20095274.492303602,26170.75292263925,108133.76711835712,0.5388071561271054
4,0.0,0.0,4,4,22015109.01955306,20390479.467201658,21899132.415687032,22028309.125964068,13200.106411006302,22028851.08158019,13742.062027130276,115976.60386602953,0.5268045857189402
5,0.0,0.0,4,4,21878529.612053324,20390479.467201658,21788553.186271932,21897974.41966517,19444.807611845434,21893452.85558609,14923.243532765657,89976.42578139156,0.4112544461480708
6,0.0,0.0,4,4,21236816.40111216,20390479.467201658,21141566.056337487,21251103.939244725,14287.538132563233,21250675.915855788,13859.514743626118,95250.34477467462,0.4485151774900047
7,0.0,0.0,4,4,21582924.677026417,20390479.467201658,21454330.169313673,21597575.4552618,14650.778235383332,21599309.148558665,16384.47153224796,128594.50771274418,0.5958159500488108
8,0.0,0.0,4,4,21303496.49367371,20390479.467201658,21252446.153754365,21307453.594864946,3957.101191237569,21308740.2674223,5243.773748591542,51050.33991934359,0.23963362039890265
9,0.0,0.0,4,4,21589094.48198358,20390479.467201658,21519492.79896005,21608750.620776873,19656.138793293387,21607864.697096698,18770.21511311829,69601.68302353099,0.32239278530933585
