run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,0.0,4,8,21843751.95593798,20424633.937798895,21754784.976074472,21868834.728151117,25082.772213134915,21868834.728151113,25082.77221313119,88966.97986350954,0.40728799724044135
1,45.0,0.0,4,8,21191879.97849733,20424633.937798895,21113785.569126643,21222238.86775998,30358.889262650162,21220642.58513311,28762.606635779142,78094.40937068686,0.36851100256289937
2,45.0,0.0,4,8,21262788.3822219,20424633.937798895,21177445.941570856,21298268.213010207,35479.83078830689,21297955.171918135,35166.78969623521,85342.44065104425,0.40136993849028846
3,45.0,0.0,4,8,20089938.791481696,20424633.937798895,19989557.824839834,20107141.820839066,17203.02935736999,20106699.003401097,16760.21191940084,100380.96664186195,0.49965790181712416
4,45.0,0.0,4,8,22114180.718677238,20424633.937798895,22004233.866037827,22130624.01179117,16443.293113932014,22129836.29563265,15655.576955411583,109946.85263941064,0.49717805076337973
5,45.0,0.0,4,8,21870034.38429255,20424633.937798895,21776530.764234204,21880422.845368546,10388.461075995117,21879877.218169037,9842.833876486868,93503.62005834654,0.4275421721581861
6,45.0,0.0,4,8,21342914.898204725,20424633.937798895,21258317.875536535,21362199.567238335,19284.66903360933,21362429.05761905,19514.15941432491,84597.0226681903,0.39637051954560454
7,45.0,0.0,4,8,21611550.362570997,20424633.937798895,21499477.36569117,21641302.757621296,29752.395050298423,21641302.7576213,29752.395050302148,112072.99687982723,0.5185791625293401
8,45.0,0.0,4,8,21277442.081750102,20424633.937798895,21227995.800356686,21314080.72213434,36638.64038423821,21314978.559989233,37536.47823913023,49446.281393416226,0.23238827864476647
9,45.0,0.0,4,8,21627078.224774774,20424633.937798895,21543812.52060844,21632112.16921212,5033.9444373473525,21634341.364684306,7263.139909531921,83265.70416633412,0.38500671843388246
