run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.0,8,4,20874106.03943553,20390479.467201658,20767171.947520595,20893555.145724755,19449.10628922656,20893685.722696826,19579.683261297643,106934.09191493317,0.5122810611046645
1,0.0,0.0,8,4,21353977.58391901,20390479.467201658,21267307.118002284,21377165.198000666,23187.614081654698,21373966.9340654,19989.350146390498,86670.46591672674,0.4058750440105148
2,0.0,0.0,8,4,20962709.12365603,20390479.467201658,20850953.551983695,20982580.88212674,19871.758470710367,20983622.455769267,20913.33211323619,111755.57167233527,0.5331160729899227
3,0.0,0.0,8,4,21514417.86366697,20390479.467201658,21394582.808739536,21523879.91540688,9462.051739908755,21523996.428900473,9578.565233502537,119835.05492743477,0.556998826028239
4,0.0,0.0,8,4,21592165.40268148,20390479.467201658,21522221.21339229,21610757.00158156,18591.598900079727,21609692.015738282,17526.61305680126,69944.18928918988,0.32393318587909514
5,0.0,0.0,8,4,21744296.13909888,20390479.467201658,21663790.34762067,21754367.509617895,10071.370519015938,21754054.186956946,9758.047858066857,80505.7914782092,0.3702386638004347
6,0.0,0.0,8,4,21747577.90607816,20390479.467201658,21678310.17899041,21760597.127341025,13019.221262864769,21761894.15956986,14316.253491699696,69267.72708775103,0.31850777767942434
7,0.0,0.0,8,4,21326435.943072576,20390479.467201658,21232295.769294653,21350314.299261663,23878.356189087033,21350541.243350398,24105.30027782172,94140.17377792299,0.4414247839123928
8,0.0,0.0,8,4,21651943.629594825,20390479.467201658,21584035.746697873,21679670.227972522,27726.59837769717,21678613.612322673,26669.982727847993,67907.88289695233,0.3136341201449133
9,0.0,0.0,8,4,21057728.35541646,20390479.467201658,20991460.31708724,21068250.58341918,10522.228002719581,21068847.765304204,11119.409887742251,66268.03832922131,0.3146969949024718
