run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,1.0,2,8,22255015.84461944,20565692.625499967,22232563.06729688,22284493.442482818,29477.59786337614,22281409.670816272,26393.82619683072,22452.77732256055,0.10088861530956367
1,70.0,1.0,2,8,21776448.27481619,20565692.625499967,21713539.600851726,21803282.265556782,26833.990740593523,21803282.265556782,26833.990740593523,62908.673964463174,0.2888839960059748
2,70.0,1.0,2,8,20895767.90479771,20565692.625499967,20839840.30312346,20919776.436070252,24008.53127254173,20919776.436070252,24008.53127254173,55927.60167425126,0.26765037747863846
3,70.0,1.0,2,8,22484633.248565566,20565692.625499967,22455625.554274336,22508656.482269205,24023.23370363936,22508656.482269205,24023.23370363936,29007.69429123029,0.1290111960935848
4,70.0,1.0,2,8,21688040.40142057,20565692.625499967,21594816.60709498,21705133.5828846,17093.181464027613,21705133.5828846,17093.181464027613,93223.79432559013,0.4298396378839462
5,70.0,1.0,2,8,21427999.27558039,20565692.625499967,21323462.832585737,21444890.31971238,16891.044131990522,21444890.31971238,16891.044131990522,104536.44299465418,0.48784975979435086
6,70.0,1.0,2,8,22271549.694628958,20565692.625499967,22163307.292621523,22286301.55463123,14751.860002271831,22286301.55463123,14751.860002271831,108242.40200743452,0.4860119905959594
7,70.0,1.0,2,8,22316454.754695736,20565692.625499967,22243312.00224892,22345573.76663999,29119.011944252998,22345573.76663999,29119.011944252998,73142.75244681537,0.3277525630787076
8,70.0,1.0,2,8,20816939.878114816,20565692.625499967,20777317.557066407,20832000.228153728,15060.350038912147,20832000.228153728,15060.350038912147,39622.32104840875,0.19033691445717404
9,70.0,1.0,2,8,23013869.05565782,20565692.625499967,22941246.678259976,23018840.801557902,4971.745900083333,23018840.801557902,4971.745900083333,72622.3773978427,0.3155591839955696
