run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,0.0,8,4,20917519.781780653,20424633.937798895,20829837.6646266,20949675.061664134,32155.279883481562,20947834.559401132,30314.777620479465,87682.11715405434,0.41918027600206337
1,45.0,0.0,8,4,21405572.35910098,20424633.937798895,21321183.17178998,21428289.692802794,22717.333701815456,21426922.874007035,21350.514906056225,84389.1873109974,0.39423934055712256
2,45.0,0.0,8,4,21037661.63536444,20424633.937798895,20912916.163199328,21058620.69091806,20959.05555361882,21057375.09502314,19713.459658700973,124745.47216511145,0.5929626320988715
3,45.0,0.0,8,4,21559548.57181098,20424633.937798895,21441896.43594848,21583300.148958214,23751.57714723423,21582476.906757697,22928.334946718067,117652.13586249948,0.5457077891525483
4,45.0,0.0,8,4,21629962.234411504,20424633.937798895,21556956.36081108,21654633.452849302,24671.21843779832,21654437.714045368,24475.479633864015,73005.87360042334,0.3375219651760508
5,45.0,0.0,8,4,21795932.859000456,20424633.937798895,21713449.656002205,21806296.58959285,10363.73059239611,21804984.601702906,9051.742702450603,82483.20299825072,0.37843391944653537
6,45.0,0.0,8,4,21798543.349721633,20424633.937798895,21717372.357507586,21815902.83967201,17359.489950377494,21816175.216452755,17631.866731122136,81170.99221404642,0.37236888223122017
7,45.0,0.0,8,4,21399954.21181821,20424633.937798895,21309385.674890213,21411203.226467382,11249.014649171382,21412162.659512695,12208.447694484144,90568.53692799807,0.4232183678130546
8,45.0,0.0,8,4,21694493.998448916,20424633.937798895,21622490.32147858,21713509.271354824,19015.272905908525,21713443.99825901,18949.999810095876,72003.67697033659,0.33189839309220404
9,45.0,0.0,8,4,21098846.4266602,20424633.937798895,21039302.406907108,21115911.377958477,17064.951298277825,21115549.169065733,16702.74240553379,59544.01975309104,0.28221457490610513
