run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,30.0,0.05,8,8,20851254.727300357,20390479.467201658,20759110.543220613,20879920.78820284,28666.06090248376,20879341.520524878,28086.79322452098,92144.18407974392,0.4419119390407733
1,30.0,0.05,8,8,21355122.218543243,20390479.467201658,21264166.324631818,21369902.263569996,14780.045026753098,21367507.495696943,12385.27715370059,90955.89391142502,0.42592073686399
2,30.0,0.05,8,8,20974995.847008944,20390479.467201658,20860879.817086022,20990602.79187356,15606.944864615798,20990914.959707938,15919.112698994577,114116.02992292121,0.5440574613472178
3,30.0,0.05,8,8,21472685.10057857,20390479.467201658,21382112.335383717,21498110.86851878,25425.76794021204,21497244.05570016,24558.955121591687,90572.7651948519,0.4218045613327207
4,30.0,0.05,8,8,21635687.96785644,20390479.467201658,21560195.46031801,21650982.568496905,15294.600640464574,21649707.516615417,14019.548758976161,75492.5075384304,0.3489258471955576
5,30.0,0.05,8,8,21761028.317581445,20390479.467201658,21681842.21047689,21770109.292194385,9080.974612940103,21768945.393893752,7917.076312307268,79186.10710455477,0.3638895457921799
6,30.0,0.05,8,8,21721188.807811517,20390479.467201658,21651904.250358652,21735551.29341368,14362.485602162778,21734396.05128371,13207.243472192436,69284.55745286494,0.3189722167874549
7,30.0,0.05,8,8,21346346.116358366,20390479.467201658,21263911.842852306,21368969.053144284,22622.93678591773,21367006.97606988,20660.859711512923,82434.27350606024,0.3861751002101868
8,30.0,0.05,8,8,21664032.534548644,20390479.467201658,21588216.25296634,21686603.61206147,22571.07751282677,21683521.7816099,19489.24706125632,75816.28158230335,0.3499638465802504
9,30.0,0.05,8,8,21027713.673733547,20390479.467201658,20966086.27451218,21039467.445607293,11753.771873746067,21037153.04870879,9439.37497524172,61627.399221368134,0.2930770324229261
