run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,30.0,0.0,4,8,21793903.962839562,20390479.467201658,21709521.974162687,21810845.062016554,16941.09917699173,21812715.10503978,18811.14220021665,84381.98867687583,0.3871816119808283
1,30.0,0.0,4,8,21141336.47922404,20390479.467201658,21070553.13394304,21177860.693181746,36524.213957704604,21177500.968691956,36164.48946791515,70783.34528100118,0.3348101731910904
2,30.0,0.0,4,8,21216771.721144754,20390479.467201658,21109025.41054027,21248327.055153638,31555.334008883685,21245338.7294121,28567.00826734677,107746.31060448289,0.5078355558546276
3,30.0,0.0,4,8,20037325.625461947,20390479.467201658,19937182.848879397,20075693.593668345,38367.96820639819,20074764.492843073,37438.86738112569,100142.77658255026,0.4997811507105332
4,30.0,0.0,4,8,22036116.504221004,20390479.467201658,21936261.91192229,22062459.4626559,26342.95843489468,22062459.462655917,26342.958434913307,99854.59229871258,0.45314060796322936
5,30.0,0.0,4,8,21800204.160253022,20390479.467201658,21718979.085689493,21810054.31867768,9850.158424656838,21810382.607744157,10178.447491135448,81225.07456352934,0.3725885958060065
6,30.0,0.0,4,8,21290694.319540415,20390479.467201658,21169078.706207022,21298926.31405187,8231.994511455297,21299702.202557534,9007.88301711902,121615.61333339289,0.5712148768289587
7,30.0,0.0,4,8,21554240.995367885,20390479.467201658,21452642.57141305,21595022.765218414,40781.76985052973,21594179.051776122,39938.056408237666,101598.4239548333,0.4713616405080899
8,30.0,0.0,4,8,21253211.420481067,20390479.467201658,21213932.23931724,21266428.03746749,13216.61698642373,21267777.62779719,14566.20731612295,39279.18116382882,0.184815275144615
9,30.0,0.0,4,8,21571833.258191094,20390479.467201658,21496027.007143375,21588425.517400287,16592.25920919329,21587603.32417004,15770.065978948027,75806.25104771927,0.3514131142235428
