run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.0,8,2,20884504.08433983,20390479.467201658,20790015.259121764,20901770.858299647,17266.773959815502,20903749.74475792,19245.66041808948,94488.82521806657,0.45243509176221564
1,0.0,0.0,8,2,21345559.925587203,20390479.467201658,21253819.31105065,21357622.109634954,12062.184047751129,21356059.557018008,10499.63143080473,91740.61453655362,0.42978781000063127
2,0.0,0.0,8,2,20944181.315746576,20390479.467201658,20836490.680568576,20970541.561350286,26360.245603710413,20970541.56135028,26360.245603702962,107690.63517799973,0.5141792536766959
3,0.0,0.0,8,2,21407948.91016712,20390479.467201658,21280785.170088775,21418508.644730832,10559.73456371203,21418408.020180084,10459.110012963414,127163.74007834494,0.5940024455960468
4,0.0,0.0,8,2,21562913.91318972,20390479.467201658,21508094.910134092,21597357.356506187,34443.443316467106,21597147.926320937,34234.01313121617,54819.00305562839,0.2542281774918018
5,0.0,0.0,8,2,21762492.13691314,20390479.467201658,21671446.673865423,21771442.061464593,8949.924551453441,21770427.615432385,7935.478519245982,91045.46304771677,0.4183595448302868
6,0.0,0.0,8,2,21681052.18026025,20390479.467201658,21593457.934611056,21694988.45989157,13936.279631320387,21692069.208176814,11017.027916565537,87594.24564919248,0.40401289070713836
7,0.0,0.0,8,2,21345157.661838003,20390479.467201658,21269581.29428737,21368750.175146047,23592.513308044523,21371110.74814156,25953.0863035582,75576.36755063385,0.3540679752661338
8,0.0,0.0,8,2,21699624.253263343,20390479.467201658,21632224.177958634,21721013.841790322,21389.58852697909,21720430.7378568,20806.484593458474,67400.07530470937,0.3106048036503363
9,0.0,0.0,8,2,20970288.055647716,20390479.467201658,20916656.762748096,20997986.03785679,27697.982209075242,20996781.546755537,26493.491107821465,53631.29289961979,0.25574895660613406
