run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,0.2,2,8,22077188.64126914,20565692.625499967,22059187.92912018,22284493.442482818,207304.80121367797,22085893.463751294,8704.822482153773,18000.71214896068,0.08153534601462681
1,70.0,0.2,2,8,21450419.55909171,20565692.625499967,21370661.69501817,21803282.265556782,352862.70646507293,21462159.043591067,11739.48449935764,79757.86407354102,0.37182426131024476
2,70.0,0.2,2,8,20678169.94120768,20565692.625499967,20584903.69893837,20919776.436070252,241606.49486257136,20691663.180124555,13493.238916873932,93266.2422693111,0.45103721719323486
3,70.0,0.2,2,8,22362978.701123066,20565692.625499967,22320609.45281143,22508656.482269205,145677.7811461389,22368356.400956206,5377.699833139777,42369.24831163511,0.18946156000903103
4,70.0,0.2,2,8,21450969.131127443,20565692.625499967,21383161.05368757,21705133.5828846,254164.45175715536,21475759.51265138,24790.381523936987,67808.07743987441,0.3161072911222379
5,70.0,0.2,2,8,21312075.90325379,20565692.625499967,21205018.454982173,21444890.31971238,132814.41645859182,21317211.282603987,5135.37935019657,107057.4482716173,0.5023323338261594
6,70.0,0.2,2,8,21925218.21594989,20565692.625499967,21805572.05804004,22286301.55463123,361083.3386813402,21932920.316389587,7702.100439697504,119646.1579098478,0.5457011042326095
7,70.0,0.2,2,8,22225893.912147384,20565692.625499967,22150924.289209474,22345573.76663999,119679.85449260473,22232528.125777416,6634.213630031794,74969.62293791026,0.33730757122410365
8,70.0,0.2,2,8,20587282.17426727,20565692.625499967,20540710.6670784,20832000.228153728,244718.05388645828,20608297.385405805,21015.21113853529,46571.5071888715,0.22621493597189232
9,70.0,0.2,2,8,22754597.944287978,20565692.625499967,22677477.075138316,23018840.801557902,264242.85726992413,22759242.321054902,4644.376766923815,77120.86914966255,0.33892433229751695
