run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,0.0,8,4,21070819.50688244,20565692.625499967,20987895.383902323,21096253.847729776,25434.340847335756,21096037.388299704,25217.8814172633,82924.1229801178,0.3935495862086996
1,70.0,0.0,8,4,21553738.20792001,20565692.625499967,21457330.280504588,21576586.33824882,22848.13032880798,21578594.060571764,24855.85265175253,96407.9274154231,0.44729098259158406
2,70.0,0.0,8,4,21205093.522490606,20565692.625499967,21088196.08115732,21220799.585149,15706.062658395618,21220950.908456083,15857.385965477675,116897.44133328646,0.5512705766154833
3,70.0,0.0,8,4,21712437.422276802,20565692.625499967,21594122.6642524,21722496.60798238,10059.185705576092,21723296.630581453,10859.208304651082,118314.75802440196,0.5449169787958117
4,70.0,0.0,8,4,21789620.986161564,20565692.625499967,21711145.415332243,21796313.891953517,6692.905791953206,21796288.405480523,6667.419318959117,78475.5708293207,0.36015115122543884
5,70.0,0.0,8,4,21950977.53742413,20565692.625499967,21863282.617924973,21959536.416268095,8558.878843966872,21959087.20869121,8109.671267081052,87694.91949915513,0.39950348156315335
6,70.0,0.0,8,4,21944218.95418838,20565692.625499967,21871147.414005674,21965100.8191324,20881.864944018424,21964379.152264107,20160.19807572663,73071.54018270597,0.33298765536040725
7,70.0,0.0,8,4,21548692.286443144,20565692.625499967,21442298.614103183,21559125.487716317,10433.201273173094,21559588.937337577,10896.65089443326,106393.67233996093,0.49373609741922025
8,70.0,0.0,8,4,21823209.346481435,20565692.625499967,21739694.40204864,21839293.259761482,16083.913280047476,21839082.434154984,15873.087673548609,83514.94443279505,0.3826886463253408
9,70.0,0.0,8,4,21253295.07990782,20565692.625499967,21185916.894869115,21262910.10908556,9615.029177740216,21263854.79337885,10559.713471028954,67378.18503870443,0.3170246532849468
