run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,0.2,8,2,20958950.74928827,20424633.937798895,20860814.25512906,20997293.662606962,38342.91331869364,20977184.625506252,18233.876217983663,98136.49415920675,0.46823190403526904
1,45.0,0.2,8,2,21419578.77458433,20424633.937798895,21339995.94996531,21471958.47792504,52379.70334070921,21430304.41327117,10725.638686839491,79582.82461902127,0.37154243534168496
2,45.0,0.2,8,2,21048217.847788006,20424633.937798895,20932348.9655347,21083180.09561755,34962.24782954529,21054286.048499007,6068.200711000711,115868.88225330785,0.5504926027050063
3,45.0,0.2,8,2,21484466.82081388,20424633.937798895,21378820.59381016,21519254.992276188,34788.171462308615,21500971.379960995,16504.559147115797,105646.22700371966,0.4917330641008551
4,45.0,0.2,8,2,21642712.925923694,20424633.937798895,21581706.337471265,21671860.324295953,29147.39837225899,21659878.87317029,17165.947246596217,61006.58845242858,0.2818805048204227
5,45.0,0.2,8,2,21837512.13698117,20424633.937798895,21750496.412439115,21863519.7476019,26007.610620729625,21845932.495688684,8420.35870751366,87015.72454205528,0.39846903803064987
6,45.0,0.2,8,2,21746084.87486534,20424633.937798895,21670553.2367306,21772994.13247778,26909.257612440735,21757721.593442515,11636.718577176332,75531.63813473657,0.3473344216642781
7,45.0,0.2,8,2,21443334.06892425,20424633.937798895,21358938.58062076,21476471.062201243,33136.993276994675,21454479.973052386,11145.904128137976,84395.48830348998,0.3935744694935113
8,45.0,0.2,8,2,21764787.168930627,20424633.937798895,21679322.07880315,21787586.242978312,22799.07404768467,21769628.352761194,4841.183830566704,85465.09012747556,0.39267597456444475
9,45.0,0.2,8,2,21053314.276101727,20424633.937798895,20963472.78854968,21076712.500688292,23398.224586565048,21061660.72700916,8346.450907431543,89841.48755204678,0.4267332277181111
