run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,0.05,8,4,20924025.713831577,20424633.937798895,20841409.334838487,20988894.143253483,64868.42942190543,20952152.036766253,28126.32293467596,82616.37899309024,0.3948397890683038
1,45.0,0.05,8,4,21412433.274403304,20424633.937798895,21334319.635721523,21482733.957943425,70300.68354012072,21431286.49156293,18853.217159625143,78113.63868178055,0.3648050535907966
2,45.0,0.05,8,4,21040967.707704403,20424633.937798895,20927843.15412884,21094316.27644253,53348.56873812899,21060953.99035964,19986.282655239105,113124.55357556418,0.5376394999843199
3,45.0,0.05,8,4,21572209.573420815,20424633.937798895,21462649.07441514,21621463.034260605,49253.46083978936,21586881.87042607,14672.297005254775,109560.49900567532,0.5078779650864561
4,45.0,0.05,8,4,21645025.7116937,20424633.937798895,21579164.3379461,21688115.954754125,43090.243060424924,21659762.196059704,14736.484366003424,65861.3737476021,0.30427948954581546
5,45.0,0.05,8,4,21806546.115666434,20424633.937798895,21724382.48773195,21853485.99294169,46939.87727525458,21810557.910773586,4011.795107152313,82163.62793448567,0.37678423487457746
6,45.0,0.05,8,4,21800513.0295132,20424633.937798895,21729532.746519733,21842374.309703834,41861.28019063547,21818725.144176602,18212.11466340348,70980.28299346566,0.32558996615067565
7,45.0,0.05,8,4,21404647.18945681,20424633.937798895,21313573.675911788,21449938.743868582,45291.55441177264,21413023.07874822,8375.889291409403,91073.51354502141,0.42548476851270456
8,45.0,0.05,8,4,21695892.157189522,20424633.937798895,21618939.264974896,21750784.950170677,54892.79298115522,21717854.560913116,21962.4037235938,76952.89221462607,0.35468876622861367
9,45.0,0.05,8,4,21108535.11493144,20424633.937798895,21042153.23848059,21152249.845856562,43714.73092512041,21117715.6948218,9180.579890359193,66381.87645085156,0.31447884038099516
