run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.0,4,8,21792779.46938305,20390479.467201658,21716716.723687712,21810926.038839232,18146.56945618242,21812393.97172681,19614.50234375894,76062.74569533765,0.34902728127084093
1,0.0,0.0,4,8,21153894.812007792,20390479.467201658,21048537.274453606,21177500.968692,23606.15668420866,21177500.968691982,23606.156684190035,105357.53755418584,0.49805266826977274
2,0.0,0.0,4,8,21211395.532495722,20390479.467201658,21105388.31722612,21248315.010227773,36919.477732051164,21246346.088903278,34950.55640755594,106007.21526960284,0.4997653978362738
3,0.0,0.0,4,8,20034636.6368076,20390479.467201658,19946239.1781952,20075733.5061588,41096.86935120076,20073646.533879984,39009.897072386,88397.45861239731,0.44122316872966716
4,0.0,0.0,4,8,22037870.4886619,20390479.467201658,21934368.006091487,22061643.946159087,23773.45749718696,22061643.94615912,23773.457497220486,103502.4825704135,0.46965736831815813
5,0.0,0.0,4,8,21786724.56129028,20390479.467201658,21718979.08568949,21810204.24788892,23479.686598639935,21808003.43807721,21278.87678693235,67745.47560079023,0.31094841911738075
6,0.0,0.0,4,8,21288460.931314617,20390479.467201658,21199963.491916507,21299499.213201277,11038.281886659563,21299739.267475314,11278.336160697043,88497.43939810991,0.415706140916618
7,0.0,0.0,4,8,21558146.879470628,20390479.467201658,21456306.21051179,21594444.04758182,36297.168111193925,21594866.232499067,36719.353028438985,101840.66895883903,0.47239992160838173
8,0.0,0.0,4,8,21260213.910800524,20390479.467201658,21214777.24622549,21267981.599209465,7767.6884089410305,21267160.441365227,6946.530564703047,45436.66457503289,0.21371687399603417
9,0.0,0.0,4,8,21577113.768850874,20390479.467201658,21496030.721843474,21589053.979973055,11940.211122181267,21588641.347957164,11527.579106289893,81083.04700740054,0.3757826365287722
