run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,0.0,2,8,21844231.397570524,20424633.937798895,21829851.886315696,21865945.08523735,21713.68766682595,21867954.09422884,23722.696658317,14379.511254828423,0.06582749922905361
1,45.0,0.0,2,8,21195849.639220864,20424633.937798895,21124088.448601376,21225316.430137902,29466.790917038918,21227282.841262683,31433.20204181969,71761.19061948732,0.33856246312815974
2,45.0,0.0,2,8,20444002.523192503,20424633.937798895,20370347.28788038,20476670.656868983,32668.133676480502,20477523.992070545,33521.46887804195,73655.23531212285,0.3602779603874798
3,45.0,0.0,2,8,22163626.405306645,20424633.937798895,22116706.396842763,22167174.837740496,3548.4324338510633,22167174.837740473,3548.4324338287115,46920.00846388191,0.21169824651370156
4,45.0,0.0,2,8,21220460.12700701,20424633.937798895,21121276.35485207,21232244.503861267,11784.376854255795,21229897.19721064,9437.070203628391,99183.77215494215,0.4673968969631918
5,45.0,0.0,2,8,21109293.86465254,20424633.937798895,20994968.298796866,21110912.505331967,1618.6406794264913,21110961.544060085,1667.679407544434,114325.56585567445,0.5415887740665373
6,45.0,0.0,2,8,21672059.49239632,20424633.937798895,21533994.77930048,21670113.52391368,-1945.9684826396406,21674460.426778086,2400.934381764382,138064.71309584007,0.6370631879461216
7,45.0,0.0,2,8,22070193.44711783,20424633.937798895,21986952.865336098,22101455.06535792,31261.618240088224,22100120.82156118,29927.374443348497,83240.58178173378,0.3771629006387538
8,45.0,0.0,2,8,20331956.966933496,20424633.937798895,20288909.917249683,20363699.85587473,31742.888941232115,20361711.20297771,29754.236044213176,43047.049683813006,0.21172113315910407
9,45.0,0.0,2,8,22519788.590625394,20424633.937798895,22430131.80775433,22529586.85047409,9798.259848695248,22529680.9455419,9892.354916505516,89656.7828710638,0.3981244429105626
