run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.0,4,2,21769404.317433696,20390479.467201658,21696198.70218683,21781768.55102888,12364.233595184982,21781768.551028937,12364.233595240861,73205.6152468659,0.3362775305167183
1,0.0,0.0,4,2,21092249.49972295,20390479.467201658,21010813.37404473,21121618.762355644,29369.262632694095,21121618.76235567,29369.262632720172,81436.1256782189,0.3860950235738894
2,0.0,0.0,4,2,21209379.78828305,20390479.467201658,21109542.07203188,21241514.819095027,32135.03081197664,21238074.032515652,28694.244232602417,99837.7162511684,0.47072435520402595
3,0.0,0.0,4,2,20032039.007870097,20390479.467201658,19927330.225242347,20040050.29028376,8011.28241366148,20035798.995438375,3759.9875682778656,104708.78262775019,0.5227065631542185
4,0.0,0.0,4,2,21998516.385464255,20390479.467201658,21889334.285282984,22009298.177998155,10781.792533900589,22011998.81075,13482.425285745412,109182.10018127039,0.49631574360811703
5,0.0,0.0,4,2,21753433.792695142,20390479.467201658,21689338.27757697,21779013.348249584,25579.555554442108,21776672.31032364,23238.517628498375,64095.51511817053,0.29464550621747804
6,0.0,0.0,4,2,21329558.20630886,20390479.467201658,21218145.876134343,21345729.620980747,16171.414671886712,21345523.94750315,15965.741194289178,111412.33017451689,0.5223377300968349
7,0.0,0.0,4,2,21602119.26273366,20390479.467201658,21490772.329902325,21632047.399209924,29928.136476263404,21634309.796492957,32190.53375929594,111346.93283133581,0.5154444870759654
8,0.0,0.0,4,2,21274500.50415058,20390479.467201658,21226857.645557288,21279685.037571702,5184.533421121538,21279685.037571687,5184.5334211066365,47642.858593292534,0.22394348851573542
9,0.0,0.0,4,2,21475446.061229456,20390479.467201658,21414314.018528078,21493262.85044797,17816.789218515158,21491070.787615508,15624.726386051625,61132.042701378465,0.2846601766830947
