run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.1,8,4,20866413.964917574,20390479.467201658,20780582.172175046,20894936.542495362,28522.577577788383,20894216.97808289,27803.013165317476,85831.79274252802,0.41133945145934453
1,0.0,0.1,8,4,21350402.616730697,20390479.467201658,21266591.412517097,21379170.26251221,28767.645781513304,21374106.507927865,23703.891197167337,83811.2042136006,0.39255093085656423
2,0.0,0.1,8,4,20964354.05617117,20390479.467201658,20840089.035663813,20983327.796273682,18973.7401025109,20983871.345519055,19517.289347883314,124265.02050735801,0.5927443324721887
3,0.0,0.1,8,4,21505890.763337124,20390479.467201658,21395320.22915494,21525131.892329823,19241.128992699087,21524143.304923195,18252.541586071253,110570.53418218344,0.5141406854473668
4,0.0,0.1,8,4,21584831.104797352,20390479.467201658,21520855.549329404,21614629.746687204,29798.64188985154,21610927.901293967,26096.796496614814,63975.55546794832,0.29639127198789794
5,0.0,0.1,8,4,21742712.58642298,20390479.467201658,21662504.15686437,21756122.48038659,13409.89396360889,21755462.6885061,12750.102083120495,80208.42955860868,0.36889798933686885
6,0.0,0.1,8,4,21745347.715255596,20390479.467201658,21674008.93670504,21762421.355905045,17073.64064944908,21762536.97701563,17189.261760033667,71338.77855055407,0.32806455654193045
7,0.0,0.1,8,4,21321056.75261774,20390479.467201658,21241606.387185387,21351797.258786503,30740.506168764085,21351433.738677185,30376.986059445888,79450.36543235183,0.3726380280029841
8,0.0,0.1,8,4,21661460.07794071,20390479.467201658,21595254.21464211,21683498.399644174,22038.321703463793,21680075.62988295,18615.551942240447,66205.86329859868,0.3056389692125161
9,0.0,0.1,8,4,21055304.20181071,20390479.467201658,20990485.64300829,21071225.528339,15921.326528288424,21069328.37984586,14024.178035151213,64818.55880241841,0.30784907299911707
