run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.2,8,4,20864887.516134206,20390479.467201658,20775750.279494606,20894936.542495362,30049.026361156255,20893227.390927617,28339.8747934103,89137.23663960025,0.4272116807276005
1,0.0,0.2,8,4,21353808.99037422,20390479.467201658,21264715.344557203,21379170.26251221,25361.272137992084,21374878.603085414,21069.612711194903,89093.64581701532,0.417226012732326
2,0.0,0.2,8,4,20962451.930181943,20390479.467201658,20850150.14805738,20983327.796273682,20875.866091739386,20984020.88188044,21568.951698496938,112301.78212456405,0.5357282750061831
3,0.0,0.2,8,4,21508549.96130926,20390479.467201658,21398179.903544135,21525131.892329823,16581.931020561606,21524473.549692713,15923.588383451104,110370.05776512623,0.5131450421514506
4,0.0,0.2,8,4,21591190.160982613,20390479.467201658,21525552.16764675,21614629.746687204,23439.585704591125,21612404.160837036,21213.999854423106,65637.99333586171,0.3040035905685087
5,0.0,0.2,8,4,21749652.384971492,20390479.467201658,21667939.75218741,21756122.48038659,6470.09541509673,21756109.44551634,6457.060544848442,81712.63278408349,0.3756962701645063
6,0.0,0.2,8,4,21740608.13123489,20390479.467201658,21674288.57676668,21762421.355905045,21813.22467015311,21763145.520037837,22537.388802945614,66319.55446821079,0.30504921512719324
7,0.0,0.2,8,4,21315831.10485014,20390479.467201658,21249699.217477918,21351797.258786503,35966.15393636376,21351651.215482492,35820.11063235253,66131.8873722218,0.310247754576993
8,0.0,0.2,8,4,21660577.50912042,20390479.467201658,21585145.52658375,21683498.399644174,22920.89052375406,21680775.75216215,20198.243041731417,75431.98253666982,0.34824548193559646
9,0.0,0.2,8,4,21055251.774047084,20390479.467201658,20984140.384484164,21071225.528339,15973.754291914403,21069271.458597418,14019.684550333768,71111.38956291974,0.33773706591612623
