run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,0.2,4,2,22033618.70183893,20565692.625499967,21952095.58830461,22305038.94828012,271420.2464411892,22046038.818025228,12420.11618629843,81523.11353432015,0.36999421038141234
1,70.0,0.2,4,2,21359695.89801688,20565692.625499967,21277967.867524363,21659086.369483925,299390.4714670442,21373152.120863184,13456.222846303135,81728.0304925181,0.3826273130606979
2,70.0,0.2,4,2,21488062.203349628,20565692.625499967,21383550.591471888,21852484.956486896,364422.7531372681,21507235.8183873,19173.61503767222,104511.61187773943,0.4863705758514038
3,70.0,0.2,4,2,20248148.009037618,20565692.625499967,20150746.595516372,20602862.73488764,354714.72585002333,20265268.78139662,17120.77235900238,97401.41352124512,0.4810386287070338
4,70.0,0.2,4,2,22271129.261156287,20565692.625499967,22172329.326561645,22561392.492348596,290263.2311923094,22282997.266756706,11868.005600418895,98799.93459464237,0.44362337192735957
5,70.0,0.2,4,2,22048737.788599573,20565692.625499967,21961331.109829243,22331224.782244243,282486.99364466965,22057930.240207277,9192.451607704163,87406.6787703298,0.3964248639009346
6,70.0,0.2,4,2,21603610.71315528,20565692.625499967,21498525.98323294,21804854.785907157,201244.07275187597,21623626.053107552,20015.33995227143,105084.72992233932,0.48642206767014706
7,70.0,0.2,4,2,21845257.69696717,20565692.625499967,21743887.090211064,22016786.25838114,171528.56141396984,21851057.894354463,5800.197387292981,101370.60675610602,0.46403941835934276
8,70.0,0.2,4,2,21483262.227041736,20565692.625499967,21437118.678287186,21642071.884001818,158809.6569600813,21500934.93912314,17672.71208140254,46143.54875455052,0.21478836997329023
9,70.0,0.2,4,2,21744198.046992853,20565692.625499967,21669075.410340838,22102202.04732313,358004.0003302768,21744521.939593073,323.89260021969676,75122.63665201515,0.3454835928630826
