run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,30.0,1.0,8,4,20866349.16272755,20390479.467201658,20785446.64310718,20895552.215642557,29203.052915006876,20893850.53706189,27501.374334339052,80902.51962037012,0.3877176548204321
1,30.0,1.0,8,4,21359659.36545269,20390479.467201658,21272868.39143508,21380013.04867257,20353.68321988359,21380013.04867257,20353.68321988359,86790.97401760891,0.4063312646173817
2,30.0,1.0,8,4,20964972.775587223,20390479.467201658,20845194.10619755,20982916.4340443,17943.65845707804,20982916.4340443,17943.65845707804,119778.66938967258,0.5713275694264173
3,30.0,1.0,8,4,21503883.262998402,20390479.467201658,21399210.721375026,21526344.085578457,22460.822580054402,21526344.085578457,22460.822580054402,104672.54162337631,0.48676111353099516
4,30.0,1.0,8,4,21581404.344594598,20390479.467201658,21525976.634226725,21614783.400749233,33379.0561546348,21614783.400749233,33379.0561546348,55427.71036787331,0.25683087848616326
5,30.0,1.0,8,4,21751507.62183999,20390479.467201658,21668821.660455648,21759693.812841665,8186.191001676023,21759693.812841665,8186.191001676023,82685.96138434112,0.38013899000416324
6,30.0,1.0,8,4,21748441.979010887,20390479.467201658,21666120.405927293,21765338.819847554,16896.840836666524,21765338.819847554,16896.840836666524,82321.57308359444,0.37851710556113316
7,30.0,1.0,8,4,21334129.861196402,20390479.467201658,21251509.171555303,21352501.139085058,18371.277888655663,21352501.139085058,18371.277888655663,82620.68964109942,0.3872700230974694
8,30.0,1.0,8,4,21672106.45393921,20390479.467201658,21593377.938893247,21684232.54183969,12126.087900478393,21684892.76206689,12786.30812767893,78728.51504596323,0.3632711716938489
9,30.0,1.0,8,4,21057909.125313267,20390479.467201658,20991325.999657817,21073199.056939885,15289.931626617908,21073199.056939885,15289.931626617908,66583.12565544993,0.3161905831164014
