run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.1,2,8,21824318.712447334,20390479.467201658,21821826.67961696,21834404.851958923,10086.13951158896,21831657.502613474,7338.790166139603,2492.0328303724527,0.011418605378738081
1,0.0,0.1,2,8,21135163.800421774,20390479.467201658,21063925.67668218,21159881.8407831,24718.040361326188,21157874.287809476,22710.48738770187,71238.12373959273,0.3370597191121419
2,0.0,0.1,2,8,20399812.727165658,20390479.467201658,20309360.811076775,20430589.89370187,30777.166536211967,20429192.122479655,29379.39531399682,90451.91608888283,0.44339581592546407
3,0.0,0.1,2,8,22129675.216051877,20390479.467201658,22084688.967041377,22135990.168096453,6314.9520445764065,22133987.782696478,4312.566644601524,44986.24901049957,0.20328472321124963
4,0.0,0.1,2,8,21179688.912578154,20390479.467201658,21075726.539022826,21187759.10473673,8070.192158576101,21182378.779635753,2689.8670575991273,103962.3735553287,0.49085883170638883
5,0.0,0.1,2,8,21082577.34531119,20390479.467201658,20983858.53208431,21104476.834205594,21899.48889440298,21102032.56326441,19455.21795322001,98718.81322688237,0.4682483152319023
6,0.0,0.1,2,8,21586378.96817055,20390479.467201658,21457532.21181483,21603051.301720373,16672.333549823612,21600962.942228045,14583.974057495594,128846.7563557215,0.5968891611960859
7,0.0,0.1,2,8,22055704.432910953,20390479.467201658,21970683.113113314,22091865.264743496,36160.831832543015,22088853.811076898,33149.37816594541,85021.3197976388,0.3854844902200094
8,0.0,0.1,2,8,20301289.312560674,20390479.467201658,20258998.3344104,20336012.568052195,34723.25549152121,20322904.222247336,21614.909686662257,42290.978150274605,0.20831671082145814
9,0.0,0.1,2,8,22482511.30822682,20390479.467201658,22405065.852902737,22493111.884219322,10600.575992502272,22491813.903731123,9302.595504302531,77445.45532408357,0.3444697714696341
