run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,30.0,0.2,4,4,21799912.504803814,20390479.467201658,21713282.021595284,21816293.44454997,16380.939746156335,21816868.63985946,16956.1350556463,86630.48320852965,0.39738913259142583
1,30.0,0.2,4,4,21088347.07554335,20390479.467201658,21019219.05327054,21121576.041438445,33228.96589509398,21120861.84970634,32514.77416298911,69128.02227281034,0.32780199427284523
2,30.0,0.2,4,4,21175943.017740022,20390479.467201658,21072056.647038613,21217288.973730076,41345.95599005371,21217807.416319244,41864.39857922122,103886.37070140988,0.49058675032502536
3,30.0,0.2,4,4,20060068.066245515,20390479.467201658,19991180.147742443,20095182.41676117,35114.35051565617,20096490.28777615,36422.22153063491,68887.91850307211,0.34340819919244336
4,30.0,0.2,4,4,22010231.105918985,20390479.467201658,21905720.34789027,22030039.75539713,19808.649478144944,22030324.770512927,20093.664593942463,104510.75802871585,0.4748280812036128
5,30.0,0.2,4,4,21889056.87040083,20390479.467201658,21799030.920225717,21893640.559993573,4583.68959274143,21897186.446968168,8129.576567336917,90025.95017511398,0.41128291048871224
6,30.0,0.2,4,4,21240943.909781147,20390479.467201658,21153242.080980636,21251619.13203129,10675.222250144929,21250211.640801948,9267.73102080077,87701.82880051062,0.41289044956295556
7,30.0,0.2,4,4,21569178.397009496,20390479.467201658,21459807.092605777,21600940.410466954,31762.013457458466,21600534.818692658,31356.42168316245,109371.30440371856,0.507072186017445
8,30.0,0.2,4,4,21298270.550938986,20390479.467201658,21252608.556200974,21310629.632520072,12359.08158108592,21308683.09050559,10412.539566602558,45661.99473801255,0.21439296974279176
9,30.0,0.2,4,4,21595715.433955096,20390479.467201658,21523952.340474885,21609529.26983065,13813.835875555873,21607970.51498586,12255.081030763686,71763.09348021075,0.332302459252529
