run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,1.0,4,2,21875470.939449098,20424633.937798895,21796117.85491053,21896441.698299754,20970.75885065645,21897440.121331614,21969.18188251555,79353.08453856781,0.3627491483873225
1,45.0,1.0,4,2,21183614.629011363,20424633.937798895,21089556.98852976,21206310.94825663,22696.31924526766,21206310.948256668,22696.319245304912,94057.6404816024,0.4440112895218018
2,45.0,1.0,4,2,21326320.37371101,20424633.937798895,21200922.56711032,21332124.689421974,5804.315710965544,21332124.689421974,5804.315710965544,125397.80660068989,0.5879955116648626
3,45.0,1.0,4,2,20062403.821395796,20424633.937798895,19966428.58674952,20098591.65268816,36187.831292364746,20098591.65268816,36187.831292364746,95975.23464627564,0.47838352522802713
4,45.0,1.0,4,2,22072688.347961135,20424633.937798895,21975776.327618387,22105143.67042153,32455.322460394353,22105143.67042153,32455.322460394353,96912.02034274861,0.43905852705839715
5,45.0,1.0,4,2,21861889.569027964,20424633.937798895,21769621.814259198,21872499.607937317,10610.038909353316,21872499.607937317,10610.038909353316,92267.75476876646,0.4220483983209002
6,45.0,1.0,4,2,21404568.3390071,20424633.937798895,21306959.31228289,21421311.876073252,16743.537066154182,21421311.876073252,16743.537066154182,97609.02672420815,0.4560195990793617
7,45.0,1.0,4,2,21683111.374683984,20424633.937798895,21589844.04404435,21728095.9186149,44984.54393091798,21728095.9186149,44984.54393091798,93267.33063963428,0.430138133905119
8,45.0,1.0,4,2,21326265.898619924,20424633.937798895,21292046.322521437,21341152.09631821,14886.197698287666,21341152.09631821,14886.197698287666,34219.57609848678,0.16045742025893628
9,45.0,1.0,4,2,21599036.250515997,20424633.937798895,21524882.31343135,21620939.741889045,21903.491373047233,21620939.741889045,21903.491373047233,74153.93708464876,0.34332058256940623
