run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,0.0,2,2,21850323.20766594,20424633.937798895,21866667.75946259,21876631.81051348,26308.602847542614,21881161.19244573,30837.984779790044,-16344.551796652377,-0.07480233423237455
1,45.0,0.0,2,2,21173399.497162458,20424633.937798895,21076124.61242806,21178503.704297557,5104.207135099918,21190788.00661616,17388.509453702718,97274.88473439589,0.4594202492019864
2,45.0,0.0,2,2,20491107.41533298,20424633.937798895,20422133.393605374,20523481.487821355,32374.072488375008,20523481.48782133,32374.07248834893,68974.02172760665,0.33660465649599364
3,45.0,0.0,2,2,22128275.35737707,20424633.937798895,22081355.34891315,22131823.789810978,3548.4324339069426,22131823.78981089,3548.4324338175356,46920.00846391916,0.21203644525454207
4,45.0,0.0,2,2,21195794.378178727,20424633.937798895,21121591.65983029,21196778.22092203,983.8427433036268,21198386.182654344,2591.8044756166637,74202.71834843606,0.3500822711548309
5,45.0,0.0,2,2,21189728.703242276,20424633.937798895,21062527.5672329,21194188.746674884,4460.043432608247,21182945.51381841,-6783.18942386657,127201.1360093765,0.6002961991198748
6,45.0,0.0,2,2,21564217.689586364,20424633.937798895,21417717.585362215,21569092.392870896,4874.703284531832,21569092.39287083,4874.7032844647765,146500.10422414914,0.6793666542092825
7,45.0,0.0,2,2,22063729.186184112,20424633.937798895,21982976.929772895,22075463.446308352,11734.26012424007,22081094.353327747,17365.16714363545,80752.25641121715,0.365995502073977
8,45.0,0.0,2,2,20330601.35994648,20424633.937798895,20265169.307781883,20357342.136459995,26740.776513516903,20352616.28351456,22014.92356808111,65432.052164595574,0.32184022010044383
9,45.0,0.0,2,2,22549875.121312495,20424633.937798895,22463253.031023957,22570711.060618892,20835.93930639699,22566632.291593716,16757.170281220227,86622.09028853849,0.38413556537468185
