run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,1.0,4,2,22288583.902406294,20565692.625499967,22184380.99753294,22305038.94828012,16455.045873824507,22301707.46434077,13123.561934474856,104202.9048733525,0.46751693750316126
1,70.0,1.0,4,2,21642968.589128334,20565692.625499967,21548921.4449377,21659086.369483925,16117.780355591327,21659481.361088425,16512.771960090846,94047.14419063553,0.43453902270078215
2,70.0,1.0,4,2,21840283.617882166,20565692.625499967,21726549.205169655,21852484.956486896,12201.338604729623,21852484.956486896,12201.338604729623,113734.41271251068,0.5207552003554952
3,70.0,1.0,4,2,20572296.83418761,20565692.625499967,20479529.844770275,20602862.73488764,30565.90070003271,20602862.73488764,30565.90070003271,92766.98941733316,0.450931610432387
4,70.0,1.0,4,2,22535553.387754217,20565692.625499967,22434567.85387457,22561392.492348596,25839.104594379663,22561392.492348596,25839.104594379663,100985.53387964517,0.4481165034736646
5,70.0,1.0,4,2,22307947.814813923,20565692.625499967,22235828.58152186,22331224.782244243,23276.967430319637,22331224.782244243,23276.967430319637,72119.23329206184,0.32328941187575305
6,70.0,1.0,4,2,21795134.183813214,20565692.625499967,21690190.279180907,21804854.785907157,9720.602093942463,21804854.785907157,9720.602093942463,104943.90463230759,0.4815015303289447
7,70.0,1.0,4,2,22001183.082348503,20565692.625499967,21906393.796458237,22016786.25838114,15603.176032636315,22016786.25838114,15603.176032636315,94789.2858902663,0.4308372215052177
8,70.0,1.0,4,2,21633075.235374626,20565692.625499967,21571582.420874882,21642071.884001818,8996.648627191782,21642071.884001818,8996.648627191782,61492.81449974328,0.2842536894578428
9,70.0,1.0,4,2,22093656.76243052,20565692.625499967,22015823.052595098,22102202.04732313,8545.284892611206,22102202.04732313,8545.284892611206,77833.7098354213,0.35228984804260544
