run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,0.1,8,8,21108927.574962918,20565692.625499967,21031055.573477678,21400331.529452734,291403.954489816,21126612.862667266,17685.287704348564,77872.00148523971,0.3689055315988809
1,70.0,0.1,8,8,21613718.87130031,20565692.625499967,21538181.37425532,21989257.50973867,375538.6384383589,21625320.618071355,11601.74677104503,75537.4970449917,0.34948866270900686
2,70.0,0.1,8,8,21266448.069076847,20565692.625499967,21152662.36040527,21638246.378884777,371798.30980793014,21278014.254274376,11566.185197528452,113785.70867157727,0.5350480169607214
3,70.0,0.1,8,8,21733756.054546885,20565692.625499967,21636082.668442227,22043510.385119263,309754.3305723779,21745099.906166073,11343.851619187742,97673.38610465825,0.449408679565188
4,70.0,0.1,8,8,21875839.316387434,20565692.625499967,21813910.846079245,22087501.44977988,211662.13339244574,21884830.396729033,8991.080341599882,61928.47030818835,0.2830907167150247
5,70.0,0.1,8,8,22015956.542113125,20565692.625499967,21934840.53950331,22305929.46815227,289972.9260391444,22023895.86277423,7939.320661105216,81116.00260981545,0.3684418728509618
6,70.0,0.1,8,8,21976483.905528802,20565692.625499967,21896816.81510966,22242869.024375867,266385.1188470647,21983132.60400146,6648.69847265631,79667.09041914344,0.36251063073425016
7,70.0,0.1,8,8,21623276.639436666,20565692.625499967,21531436.183867116,21909430.75860795,286154.11917128414,21628782.84390144,5506.204464774579,91840.4555695504,0.42472959626318246
8,70.0,0.1,8,8,21878068.940337535,20565692.625499967,21813777.99452376,22149357.153748434,271288.21341089904,21887589.64512184,9520.704784303904,64290.94581377506,0.2938602396267208
9,70.0,0.1,8,8,21271801.075853106,20565692.625499967,21205182.826578636,21580438.31199027,308637.2361371629,21278895.18670234,7094.110849235207,66618.24927446991,0.31317634570253794
