run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,0.0,2,4,21807669.56612423,20424633.937798895,21799322.301267408,21820247.206143703,12577.640019472688,21822511.897109825,14842.33098559454,8347.264856822789,0.03827673943569527
1,45.0,0.0,2,4,21162906.78414669,20424633.937798895,21073226.945269458,21180199.979067877,17293.194921188056,21186342.13022716,23435.34608047083,89679.83887723088,0.42375955152063893
2,45.0,0.0,2,4,20479097.661398724,20424633.937798895,20372618.67410238,20480819.18823415,1721.5268354266882,20482610.490382027,3512.8289833031595,106478.98729634285,0.5199398384482841
3,45.0,0.0,2,4,22164646.686556887,20424633.937798895,22117726.678092968,22168195.118990745,3548.432433858514,22168195.1189907,3548.4324338138103,46920.00846391916,0.2116885016370538
4,45.0,0.0,2,4,21281565.334554154,20424633.937798895,21225428.466732323,21302857.115267295,21291.780713140965,21301779.5755441,20214.24098994583,56136.867821831256,0.2637816670876354
5,45.0,0.0,2,4,21136195.271665093,20424633.937798895,21022806.044754386,21139483.3051243,3288.0334592089057,21137104.16365239,908.891987297684,113389.22691070661,0.5364694329007961
6,45.0,0.0,2,4,21667025.80473365,20424633.937798895,21555333.02002865,21682117.29136215,15091.486628502607,21682117.291362148,15091.486628498882,111692.78470499814,0.5154966155096208
7,45.0,0.0,2,4,22032741.018680427,20424633.937798895,21932965.264005177,22063319.942250665,30578.923570238054,22061460.935529668,28719.91684924066,99775.7546752505,0.45285221022048855
8,45.0,0.0,2,4,20317141.014063112,20424633.937798895,20288043.725936778,20346137.822171897,28996.80810878426,20344960.75925202,27819.74518890679,29097.288126334548,0.14321546573011426
9,45.0,0.0,2,4,22508487.43306716,20424633.937798895,22414323.55661892,22520086.723654315,11599.290587153286,22515326.640702505,6839.207635343075,94163.87644824013,0.418348308513633
