run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.0,8,8,20846581.198104512,20390479.467201658,20760152.00287328,20878533.193096634,31951.994992122054,20877854.267894242,31273.069789730012,86429.19523123279,0.41459649623071726
1,0.0,0.0,8,8,21345000.351684872,20390479.467201658,21261157.39874313,21368064.487630736,23064.13594586402,21366622.85158506,21622.499900188297,83842.9529417418,0.3927990234730712
2,0.0,0.0,8,8,20982655.97057235,20390479.467201658,20859570.078279804,20990389.69913883,7733.728566482663,20990328.21767871,7672.247106362134,123085.89229254425,0.5866077796117382
3,0.0,0.0,8,8,21467211.041252054,20390479.467201658,21381017.433230188,21495510.826149613,28299.78489755839,21494695.300723396,27484.259471341968,86193.60802186653,0.4015128367454638
4,0.0,0.0,8,8,21621526.858820833,20390479.467201658,21568485.115011882,21648130.85700625,26603.998185418546,21648746.16149631,27219.30267547816,53041.74380895123,0.2453191402961074
5,0.0,0.0,8,8,21758497.25499589,20390479.467201658,21675548.65924064,21765554.68073012,7057.425734229386,21766296.270275332,7799.015279442072,82948.59575524926,0.3812239181003354
6,0.0,0.0,8,8,21718977.903615985,20390479.467201658,21643915.704425808,21732239.904399417,13262.000783432275,21733819.988821283,14842.085205297917,75062.19919017702,0.3456064991791347
7,0.0,0.0,8,8,21350015.763878394,20390479.467201658,21247034.642499346,21365670.856702037,15655.092823643237,21366165.453689396,16149.689811002463,102981.12137904763,0.48234681659242173
8,0.0,0.0,8,8,21663287.85558739,20390479.467201658,21585862.496068027,21684360.697293848,21072.84170645848,21681877.565396495,18589.709809105843,77425.35951936245,0.3574035485079562
9,0.0,0.0,8,8,21026606.52337841,20390479.467201658,20962437.5832712,21036699.169290967,10092.64591255784,21036178.296772443,9571.773394033313,64168.940107207745,0.30517972567690166
