run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,30.0,0.1,2,2,21840914.352389973,20390479.467201658,21838486.221969206,21849631.580322117,8717.227932143956,21846633.85914971,5719.506759736687,2428.130420766771,0.011117347843548819
1,30.0,0.1,2,2,21103112.586859137,20390479.467201658,21031566.793271396,21124621.381648086,21508.79478894919,21120978.38839183,17865.801532693207,71545.79358774051,0.3390295781878732
2,30.0,0.1,2,2,20451399.376302,20390479.467201658,20334464.26797114,20473914.494490344,22515.118188343942,20473019.22656095,21619.850258950144,116935.10833086073,0.5717706949010001
3,30.0,0.1,2,2,22097124.238506485,20390479.467201658,22051515.12139743,22104203.497314993,7079.258808508515,22100772.12720944,3647.888702955097,45609.11710905656,0.20640295369104203
4,30.0,0.1,2,2,21146835.832826722,20390479.467201658,21055758.028639678,21157604.920998402,10769.088171679527,21159833.457768332,12997.6249416098,91077.8041870445,0.4306923499432587
5,30.0,0.1,2,2,21157113.90158235,20390479.467201658,21049248.32738494,21181486.86286799,24372.961285639554,21178577.91446314,21464.01288079098,107865.57419740781,0.509831230758466
6,30.0,0.1,2,2,21470620.882548872,20390479.467201658,21359297.69147033,21496017.554707594,25396.672158721834,21496017.55470764,25396.672158766538,111323.19107854366,0.5184907864915362
7,30.0,0.1,2,2,22062262.666542813,20390479.467201658,21975106.109344356,22072345.866532017,10083.199989203364,22056537.466729026,-5725.199813786894,87156.55719845742,0.3950481349795069
8,30.0,0.1,2,2,20295047.280998103,20390479.467201658,20238984.27148197,20323434.14145215,28386.860454045236,20323139.043239295,28091.762241192162,56063.00951613486,0.2762398566502758
9,30.0,0.1,2,2,22525058.629514843,20390479.467201658,22443483.618178934,22534940.05865204,9881.429137196392,22539059.264361836,14000.63484699279,81575.01133590937,0.36215227084479457
