run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,30.0,1.0,8,8,20861925.476685606,20390479.467201658,20761042.539049864,20879920.78820284,17995.31151723489,20880028.489316262,18103.01263065636,100882.93763574213,0.4835744320364128
1,30.0,1.0,8,8,21345668.370532382,20390479.467201658,21258108.92525906,21369902.263569996,24233.89303761348,21369982.162136443,24313.79160406068,87559.44527332112,0.410197721399048
2,30.0,1.0,8,8,20975217.697071183,20390479.467201658,20862041.476638652,20990602.79187356,15385.094802375883,20990602.79187356,15385.094802375883,113176.22043253109,0.5395711361238178
3,30.0,1.0,8,8,21474083.887215488,20390479.467201658,21372314.802851297,21498110.86851878,24026.981303293258,21498110.86851878,24026.981303293258,101769.0843641907,0.4739158368696628
4,30.0,1.0,8,8,21625240.19242694,20390479.467201658,21566590.221672412,21650982.568496905,25742.376069966704,21650982.568496905,25742.376069966704,58649.970754526556,0.2712107252111147
5,30.0,1.0,8,8,21762505.280839738,20390479.467201658,21681364.128254823,21770109.292194385,7604.011354647577,21770109.292194348,7604.011354610324,81141.15258491412,0.3728483992895471
6,30.0,1.0,8,8,21724483.357295256,20390479.467201658,21648718.392226245,21735551.29341368,11067.936118423939,21735551.29341368,11067.936118423939,75764.96506901085,0.34875381763022856
7,30.0,1.0,8,8,21357660.912265662,20390479.467201658,21266692.97870839,21368969.053144284,11308.140878621489,21368969.053144284,11308.140878621489,90967.93355727196,0.42592648104563385
8,30.0,1.0,8,8,21664357.81216874,20390479.467201658,21599846.657498304,21686603.61206147,22245.79989273101,21686867.72435147,22509.91218272969,64511.154670435935,0.297775522495296
9,30.0,1.0,8,8,21027157.32145175,20390479.467201658,20967104.24771629,21039467.445607293,12310.124155543745,21039467.445607293,12310.124155543745,60053.07373546064,0.2855976812148304
