run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,30.0,0.1,8,2,20877690.15937636,20390479.467201658,20795344.683920965,20902999.93936356,25309.779987201095,20902141.227294713,24451.067918352783,82345.47545539588,0.39441851482029866
1,30.0,0.1,8,2,21338565.691177003,20390479.467201658,21259281.570500985,21360040.667108696,21474.97593169287,21357256.138159987,18690.4469829835,79284.1206760183,0.3715531860175608
2,30.0,0.1,8,2,20953283.536200725,20390479.467201658,20836694.41369239,20971109.171182755,17825.63498203084,20970541.56135021,17258.02514948696,116589.12250833586,0.5564241151364476
3,30.0,0.1,8,2,21395939.9204517,20390479.467201658,21302023.0176034,21419486.352580167,23546.432128466666,21418650.696477905,22710.77602620423,93916.9028482996,0.43894731055272496
4,30.0,0.1,8,2,21580803.774892095,20390479.467201658,21498338.60531389,21599339.669213634,18535.894321538508,21598381.915868305,17578.140976209193,82465.1695782058,0.3821227904131579
5,30.0,0.1,8,2,21761857.719717607,20390479.467201658,21677806.110422228,21774497.960890085,12640.241172477603,21772922.576152023,11064.856434416026,84051.60929537937,0.38623361285568625
6,30.0,0.1,8,2,21678310.82663046,20390479.467201658,21605490.312117305,21696095.59482639,17784.76819593087,21692815.964045294,14505.137414835393,72820.51451315358,0.3359141544538521
7,30.0,0.1,8,2,21365675.863036808,20390479.467201658,21274107.657413136,21373355.497243255,7679.63420644775,21371848.947443254,6173.0844064466655,91568.20562367141,0.4285762182795578
8,30.0,0.1,8,2,21692984.725513488,20390479.467201658,21631732.091919158,21725087.52034471,32102.794831223786,21720906.82782599,27922.10231250152,61252.6335943304,0.2823614839975899
9,30.0,0.1,8,2,20993748.47770188,20390479.467201658,20916144.19333056,21002718.560211282,8970.082509402186,20999733.207515698,5984.7298138178885,77604.28437132016,0.36965425423547443
