run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,0.1,8,4,20930909.95955843,20424633.937798895,20841867.06901822,20988894.143253483,57984.18369505182,20958359.659526017,27449.699967585504,89042.8905402124,0.4254133753011992
1,45.0,0.1,8,4,21422393.41694234,20424633.937798895,21345460.107466266,21482733.957943425,60340.54100108519,21440963.645690467,18570.228748127818,76933.30947607383,0.3591256494021324
2,45.0,0.1,8,4,21044888.12459476,20424633.937798895,20929358.247283656,21094316.27644253,49428.1518477723,21063139.0617566,18250.9371618405,115529.87731110305,0.5489688356959498
3,45.0,0.1,8,4,21579080.81736285,20424633.937798895,21474065.817794904,21621463.034260605,42382.21689775586,21595397.316413514,16316.499050665647,105014.99956794456,0.48665186648472963
4,45.0,0.1,8,4,21650072.664141007,20424633.937798895,21593028.634388197,21688115.954754125,38043.29061311856,21670095.978436615,20023.31429560855,57044.029752809554,0.26348193208280324
5,45.0,0.1,8,4,21814606.681650463,20424633.937798895,21731968.427095164,21853485.99294169,38879.311291225255,21819784.793836623,5178.112186159939,82638.25455529988,0.37882074043907343
6,45.0,0.1,8,4,21814485.921761945,20424633.937798895,21737351.586363107,21842374.309703834,27888.387941889465,21823774.543521993,9288.621760047972,77134.33539883792,0.3535922674294578
7,45.0,0.1,8,4,21409311.59175019,20424633.937798895,21316267.651142273,21449938.743868582,40627.15211839229,21421589.159350798,12277.567600607872,93043.94060791656,0.43459566744672856
8,45.0,0.1,8,4,21701260.386278365,20424633.937798895,21624143.81730742,21750784.950170677,49524.56389231235,21721302.515429202,20042.12915083766,77116.56897094473,0.35535525401881857
9,45.0,0.1,8,4,21119620.69608955,20424633.937798895,21047864.608602617,21152249.845856562,32629.149767011404,21123578.744877476,3958.0487879253924,71756.08748693392,0.3397603040296082
