run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,1.0,2,2,22269185.03234526,20565692.625499967,22248494.653732464,22279003.54627199,9818.51392672956,22273200.964125127,4015.9317798651755,20690.378612797707,0.09291035384880772
1,70.0,1.0,2,2,21738981.30220147,20565692.625499967,21664528.993197963,21753171.81556835,14190.513366881758,21753171.81556835,14190.513366881758,74452.30900350586,0.34248297088312135
2,70.0,1.0,2,2,20928870.12643119,20565692.625499967,20863382.11917488,20935156.354405675,6286.227974485606,20935156.354405675,6286.227974485606,65488.00725631043,0.31290751416917273
3,70.0,1.0,2,2,22458717.631192423,20565692.625499967,22428961.741762005,22470756.84370382,12039.212511397898,22470756.84370382,12039.212511397898,29755.88943041861,0.1324914891360106
4,70.0,1.0,2,2,21666271.136191726,20565692.625499967,21585893.437396705,21698727.101390585,32455.965198859572,21698727.101390585,32455.965198859572,80377.69879502058,0.3709807667861972
5,70.0,1.0,2,2,21497386.55310913,20565692.625499967,21393973.727188256,21519311.51101087,21924.957901738584,21519311.51101087,21924.957901738584,103412.82592087612,0.48104836215972346
6,70.0,1.0,2,2,22172768.530032523,20565692.625499967,22078110.311124895,22187310.678607695,14542.148575171828,22187310.678607695,14542.148575171828,94658.21890762821,0.4269120420366801
7,70.0,1.0,2,2,22286208.92177772,20565692.625499967,22203854.697452165,22311338.89367128,25129.97189356014,22311338.89367128,25129.97189356014,82354.22432555631,0.3695299842813602
8,70.0,1.0,2,2,20821145.21297723,20565692.625499967,20772337.54275769,20820449.16555979,-696.0474174395204,20820449.16555979,-696.0474174395204,48807.670219540596,0.23441395619833702
9,70.0,1.0,2,2,23043507.76756477,20565692.625499967,22975362.570018407,23060386.27312793,16878.505563158542,23060386.27312793,16878.505563158542,68145.19754636288,0.2957240635138096
