run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,1.0,2,4,21843088.95180976,20424633.937798895,21831527.250884328,21848732.44267413,5643.490864370018,21846794.406423494,3705.4546137340367,11561.700925432146,0.052930704768632215
1,45.0,1.0,2,4,21212829.219694465,20424633.937798895,21107257.52739991,21224247.322885387,11418.103190921247,21224247.322885387,11418.103190921247,105571.69229455665,0.4976785095528018
2,45.0,1.0,2,4,20481445.259173688,20424633.937798895,20364948.14064951,20496804.69814072,15359.43896703422,20496804.69814072,15359.43896703422,116497.11852417886,0.5687934471909375
3,45.0,1.0,2,4,22197216.058527958,20424633.937798895,22154063.649853583,22201041.826929726,3825.7684017680585,22201041.826929726,3825.7684017680585,43152.40867437422,0.19440459812885175
4,45.0,1.0,2,4,21304785.239067264,20424633.937798895,21221894.688455585,21325140.928192172,20355.6891249083,21325140.928192172,20355.6891249083,82890.55061167851,0.38907010646453016
5,45.0,1.0,2,4,21143038.173154946,20424633.937798895,21037234.500199743,21154079.66547196,11041.492317013443,21154079.66547196,11041.492317013443,105803.6729552038,0.500418492785684
6,45.0,1.0,2,4,21729734.981228136,20424633.937798895,21615918.32333617,21745030.504531838,15295.523303702474,21745030.504531838,15295.523303702474,113816.6578919664,0.5237830005303342
7,45.0,1.0,2,4,22059835.48793465,20424633.937798895,21987043.418833755,22088160.83822699,28325.35029233992,22088160.83822699,28325.35029233992,72792.06910089403,0.3299755754783699
8,45.0,1.0,2,4,20367782.08151567,20424633.937798895,20331954.305203546,20400068.92673618,32286.845220509917,20400068.92673618,32286.845220509917,35827.776312123984,0.17590416162513192
9,45.0,1.0,2,4,22524320.05160413,20424633.937798895,22438851.31324186,22535659.572512887,11339.520908758044,22535659.572512887,11339.520908758044,85468.73836226761,0.3794509142404977
