run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,0.1,2,8,22019573.86741053,20565692.625499967,22009275.651035387,22284493.442482818,264919.5750722885,22032428.75601821,12854.888607680798,10298.216375142336,0.04676846353681681
1,70.0,0.1,2,8,21398197.75325669,20565692.625499967,21315109.482960552,21803282.265556782,405084.5123000927,21406464.667726286,8266.914469595999,83088.27029613778,0.38829564645691805
2,70.0,0.1,2,8,20637167.587946888,20565692.625499967,20542312.61180621,20919776.436070252,282608.84812336415,20653872.983964946,16705.39601805806,94854.97614067793,0.4596317577809363
3,70.0,0.1,2,8,22316173.567432877,20565692.625499967,22263606.461235587,22508656.482269205,192482.91483632848,22320705.262005698,4531.6945728212595,52567.10619729012,0.23555609136327904
4,70.0,0.1,2,8,21395417.577010956,20565692.625499967,21322115.546347145,21705133.5828846,309716.00587364286,21416363.33206739,20945.75505643338,73302.03066381067,0.3426062164945664
5,70.0,0.1,2,8,21275319.917086378,20565692.625499967,21166749.91449316,21444890.31971238,169570.40262600407,21280127.71624232,4807.799155943096,108570.00259321928,0.5103096123411327
6,70.0,0.1,2,8,21849648.340801597,20565692.625499967,21747765.668428987,22286301.55463123,436653.21382963285,21865311.041136846,15662.700335249305,101882.67237260938,0.4662897580019891
7,70.0,0.1,2,8,22190500.802454296,20565692.625499967,22103035.070264366,22345573.76663999,155072.96418569237,22199207.58773873,8706.785284433514,87465.73218993098,0.3941584417971187
8,70.0,0.1,2,8,20527212.26448818,20565692.625499967,20468193.0888577,20832000.228153728,304787.9636655487,20538738.43451602,11526.170027840883,59019.17563048005,0.2875167600453106
9,70.0,0.1,2,8,22707820.359613556,20565692.625499967,22625076.688214157,23018840.801557902,311020.44194434583,22709443.305210542,1622.945596985519,82743.67139939964,0.3643840319723569
