run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.05,8,4,20872143.924435254,20390479.467201658,20768587.817822628,20894936.542495362,22792.618060108274,20893685.722696707,21541.798261452466,103556.10661262646,0.4961450389932975
1,0.0,0.05,8,4,21357181.63286628,20390479.467201658,21265716.227221392,21379170.26251221,21988.629645932466,21374104.446082626,16922.813216347247,91465.4056448862,0.4282653358350023
2,0.0,0.05,8,4,20962651.662142493,20390479.467201658,20843093.95738837,20983327.796273682,20676.134131189436,20983397.19492238,20745.53277988732,119557.7047541216,0.5703367430850214
3,0.0,0.05,8,4,21499027.50784481,20390479.467201658,21408443.73316734,21525131.892329823,26104.384485013783,21523996.428900473,24968.921055663377,90583.77467747033,0.42133894030517
4,0.0,0.05,8,4,21579761.55727425,20390479.467201658,21527743.335475698,21614629.746687204,34868.189412955195,21609811.510109454,30049.952835205942,52018.22179855034,0.24105095721512126
5,0.0,0.05,8,4,21744908.527184706,20390479.467201658,21667655.85233007,21756122.48038659,11213.953201882541,21754671.12972388,9762.602539174259,77252.67485463619,0.3552678768828007
6,0.0,0.05,8,4,21753063.76069337,20390479.467201658,21670242.421941176,21762421.355905045,9357.595211673528,21762209.276451737,9145.515758365393,82821.33875219524,0.38073413319299415
7,0.0,0.05,8,4,21343972.908538442,20390479.467201658,21251121.97250314,21351797.258786503,7824.3502480611205,21350784.435213186,6811.526674743742,92850.93603530154,0.43502180420289727
8,0.0,0.05,8,4,21658423.770611607,20390479.467201658,21582943.61390791,21683498.399644174,25074.629032567143,21678808.342789624,20384.572178017348,75480.15670369565,0.3485025387956207
9,0.0,0.05,8,4,21053993.997991674,20390479.467201658,20990366.3842783,21071225.528339,17231.530347324908,21069010.99756855,15016.999576877803,63627.6137133725,0.30221160754316684
