run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,0.0,2,4,21956854.0811732,20565692.625499967,21924019.703698147,21958110.477005947,1256.395832747221,21961612.798701737,4758.717528536916,32834.37747505307,0.14954044579276388
1,70.0,0.0,2,4,21308928.021638762,20565692.625499967,21238784.25531656,21333917.432666235,24989.411027472466,21333917.432666183,24989.411027420312,70143.76632220298,0.3291754810517614
2,70.0,0.0,2,4,20604978.666666884,20565692.625499967,20522182.444660574,20623110.26768642,18131.601019535214,20627669.300775506,22690.634108621627,82796.22200630978,0.40182629327469777
3,70.0,0.0,2,4,22296533.413578846,20565692.625499967,22251819.16382089,22300121.500007994,3588.0864291489124,22300121.500007994,3588.0864291489124,44714.24975795671,0.20054350570356028
4,70.0,0.0,2,4,21444413.734096415,20565692.625499967,21380078.949009016,21460078.966229096,15665.232132680714,21462968.602110438,18554.868014022708,64334.785087399185,0.3000071994745535
5,70.0,0.0,2,4,21280296.139621876,20565692.625499967,21167778.27114264,21284368.151917133,4072.0122952573,21285965.353156243,5669.213534366339,112517.86847923696,0.5287420237998448
6,70.0,0.0,2,4,21828351.920493267,20565692.625499967,21702178.558855504,21838008.283379406,9656.36288613826,21838008.283379402,9656.362886134535,126173.36163776368,0.578025139494418
7,70.0,0.0,2,4,22127035.44539015,20565692.625499967,22035098.50311834,22144631.181328163,17595.7359380126,22145160.53250554,18125.087115388364,91936.94227181002,0.41549597775405456
8,70.0,0.0,2,4,20470848.066601466,20565692.625499967,20414501.347157408,20488291.53660126,17443.469999793917,20490010.818100706,19162.751499239355,56346.719444058836,0.27525346903428716
9,70.0,0.0,2,4,22667559.249712147,20565692.625499967,22586608.56774936,22682455.331710108,14896.081997960806,22668963.97870336,1404.728991214186,80950.6819627881,0.35712129864099107
