run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,0.0,8,2,20928983.5602494,20424633.937798895,20838719.873217266,20959099.078083888,30115.517834488302,20958631.793691006,29648.233441606164,90263.68703213334,0.4312855747260079
1,45.0,0.0,8,2,21392712.656024,20424633.937798895,21300766.726380087,21409649.521148004,16936.8651240021,21407999.44695823,15286.790934227407,91945.9296439141,0.4298002367550285
2,45.0,0.0,8,2,21030130.17138678,20424633.937798895,20912127.09430158,21041997.661442753,11867.490055974573,21039174.026387755,9043.855000976473,118003.07708519697,0.5611143446261205
3,45.0,0.0,8,2,21461147.073818773,20424633.937798895,21332460.414645243,21479489.26443148,18342.190612707287,21480955.7708359,19808.697017125785,128686.6591735296,0.5996261930030716
4,45.0,0.0,8,2,21626698.732252352,20424633.937798895,21542713.767253127,21639718.148841873,13019.416589520872,21639102.71326958,12403.981017228216,83984.96499922499,0.38833927470389384
5,45.0,0.0,8,2,21807991.23084438,20424633.937798895,21727061.136392627,21822334.727745004,14343.496900625527,21823611.103733435,15619.872889056802,80930.09445175156,0.37110293009145734
6,45.0,0.0,8,2,21717697.58309938,20424633.937798895,21636896.51654265,21744574.511217207,26876.92811782658,21743928.220436007,26230.63733662665,80801.06655672938,0.37205171610644594
7,45.0,0.0,8,2,21423370.768445294,20424633.937798895,21335983.80115229,21433194.48490441,9823.716459114105,21434052.966265593,10682.197820298374,87386.96729300544,0.407904844842244
8,45.0,0.0,8,2,21733120.52255238,20424633.937798895,21643690.391531434,21752075.402345918,18954.879793539643,21753296.461744767,20175.939192388207,89430.13102094457,0.4114923622134394
9,45.0,0.0,8,2,21033926.495559387,20424633.937798895,20966185.692985147,21046623.168463834,12696.672904446721,21046623.168463856,12696.672904469073,67740.80257423967,0.32205495530537714
