run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.2,2,4,21774865.784500446,20390479.467201658,21773672.73141913,21781361.63148496,6495.846984513104,21774590.81986845,-274.96463199704885,1193.0530813150108,0.005479037589128274
1,0.0,0.2,2,4,21096992.286620736,20390479.467201658,21034727.65774555,21116462.225983664,19469.93936292827,21116614.06826241,19621.781641673297,62264.628875184804,0.2951350980711677
2,0.0,0.2,2,4,20416048.039833255,20390479.467201658,20318207.77594486,20436420.178567857,20372.138734601438,20436320.929036427,20272.889203172177,97840.26388839632,0.4792321398220781
3,0.0,0.2,2,4,22132101.69895851,20390479.467201658,22086492.58184951,22136727.062232457,4625.363273948431,22134309.198708784,2207.499750275165,45609.11710899696,0.20607675551727306
4,0.0,0.2,2,4,21233003.341980748,20390479.467201658,21149178.229134142,21258471.513728783,25468.171748034656,21258413.451183707,25410.109202958643,83825.11284660548,0.3947868866994948
5,0.0,0.2,2,4,21123712.388598397,20390479.467201658,21012495.082096245,21130148.954062857,6436.56546445936,21128093.358100615,4380.969502218068,111217.30650215223,0.5265045483301609
6,0.0,0.2,2,4,21609329.682395227,20390479.467201658,21477995.298985206,21613737.508223146,4407.825827918947,21613737.508223142,4407.825827915221,131334.38341002166,0.6077670401642197
7,0.0,0.2,2,4,22009149.30439487,20390479.467201658,21932204.074131604,22046604.030356493,37454.72596162185,22048541.634611893,39392.33021702245,76945.23026326671,0.34960565353565026
8,0.0,0.2,2,4,20281952.9173671,20390479.467201658,20236924.761991512,20321723.40593322,39770.488566119224,20313109.12381791,31156.206450808793,45028.155375588685,0.22201094519370382
9,0.0,0.2,2,4,22469481.024867848,20390479.467201658,22386113.873049993,22484243.149071638,14762.12420378998,22484197.07303029,14716.0481624417,83367.1518178545,0.3710239311962249
