run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,30.0,0.05,4,8,21795403.738181736,20390479.467201658,21711508.235773608,21816035.20698731,20631.46880557388,21813184.57507485,17780.836893115193,83895.50240812823,0.38492291042610044
1,30.0,0.05,4,8,21138847.180909622,20390479.467201658,21052468.94618439,21179123.363868408,40276.182958785444,21177580.153069776,38732.97216015309,86378.23472523317,0.40862320440653394
2,30.0,0.05,4,8,21214342.456212725,20390479.467201658,21107811.581158802,21248844.898382027,34502.44216930121,21244663.75174672,30321.295533996075,106530.87505392358,0.5021643978539881
3,30.0,0.05,4,8,20037306.995876092,20390479.467201658,19961820.40409949,20073692.955515444,36385.959639351815,20074772.30675786,37465.31088176742,75486.59177660197,0.3767302252350477
4,30.0,0.05,4,8,22040035.47910654,20390479.467201658,21938377.678530067,22063201.83301516,23166.35390861705,22062551.89746531,22516.418358769268,101657.80057647452,0.4612415468788325
5,30.0,0.05,4,8,21777181.95994413,20390479.467201658,21711186.914720405,21808492.095174212,31310.13523008302,21810388.099850968,33206.139906838536,65995.0452237241,0.30304676401708963
6,30.0,0.05,4,8,21291942.58981504,20390479.467201658,21199587.04736645,21301213.514231063,9270.924416024238,21299908.028756835,7965.438941795379,92355.54244858772,0.4337581789872279
7,30.0,0.05,4,8,21561248.77185295,20390479.467201658,21471497.646460675,21597400.500100717,36151.72824776545,21594538.441568907,33289.66971595585,89751.1253922768,0.4162612580651732
8,30.0,0.05,4,8,21249847.047706995,20390479.467201658,21213626.14523393,21268649.834745035,18802.787038039416,21267941.395913217,18094.348206222057,36220.902473066,0.17045253263116775
9,30.0,0.05,4,8,21577450.094608497,20390479.467201658,21513459.460613225,21594234.42996521,16784.33535671234,21587788.377556942,10338.282948445529,63990.63399527222,0.29656253966385676
