run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,1.0,2,4,21782610.929336272,20390479.467201658,21776745.287591215,21781361.63148496,-1249.2978513129056,21781361.631484948,-1249.2978513240814,5865.641745056957,0.02692809307426622
1,0.0,1.0,2,4,21093706.060758755,20390479.467201658,21023193.862204533,21116462.225983664,22756.165224909782,21116462.225983664,22756.165224909782,70512.19855422154,0.3342807487272114
2,0.0,1.0,2,4,20413651.27951326,20390479.467201658,20313742.784300733,20436420.178567857,22768.899054598063,20436420.178567857,22768.899054598063,99908.49521252513,0.4894200152855131
3,0.0,1.0,2,4,22133055.6441353,20390479.467201658,22088910.462683618,22136727.062232457,3671.4180971570313,22136727.062232457,3671.4180971570313,44145.181451682,0.19945362340142744
4,0.0,1.0,2,4,21236052.53338605,20390479.467201658,21170897.185542703,21258471.513728783,22418.98034273088,21258471.513728783,22418.98034273088,65155.34784334898,0.3068147799169155
5,0.0,1.0,2,4,21123521.064831644,20390479.467201658,21005987.745405413,21130148.954062857,6627.889231212437,21130148.954062857,6627.889231212437,117533.31942623109,0.556409696401947
6,0.0,1.0,2,4,21585845.405265372,20390479.467201658,21482564.752063926,21613737.508223146,27892.102957773954,21613737.508223146,27892.102957773954,103280.65320144594,0.47846471269664975
7,0.0,1.0,2,4,22019154.45601551,20390479.467201658,21922247.45772304,22046604.030356493,27449.574340984225,22046604.030356493,27449.574340984225,96906.99829246849,0.440103176922827
8,0.0,1.0,2,4,20279633.744920388,20390479.467201658,20262116.93256311,20321723.40593322,42089.661012832075,20321723.40593322,42089.661012832075,17516.812357276678,0.0863763743349865
9,0.0,1.0,2,4,22483463.332456473,20390479.467201658,22387816.86736855,22484243.149071638,779.8166151642799,22484243.149071638,779.8166151642799,95646.46508792415,0.4254080595752866
