run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,0.2,4,8,21851313.062940326,20424633.937798895,21785724.78586501,21917132.22491896,65819.16197863594,21880451.404436998,29138.34149667248,65588.27707531676,0.3001571433551699
1,45.0,0.2,4,8,21207166.94034362,20424633.937798895,21114924.692157555,21251199.115269158,44032.17492553964,21234845.78072911,27678.84038549289,92242.24818606302,0.43495790100367093
2,45.0,0.2,4,8,21295379.04010791,20424633.937798895,21206181.981147103,21361093.05195592,65714.01184801012,21325012.969443824,29633.929335914552,89197.05896080658,0.41885640444723726
3,45.0,0.2,4,8,20095113.98622898,20424633.937798895,19997192.816382095,20133862.716744322,38748.730515342206,20115930.846815377,20816.86058639735,97921.1698468849,0.48728845187934483
4,45.0,0.2,4,8,22123800.929611903,20424633.937798895,22020069.31999838,22152497.10536375,28696.175751846284,22134928.00811034,11127.078498438,103731.60961352289,0.4688688437558751
5,45.0,0.2,4,8,21875474.650606245,20424633.937798895,21792713.67518067,21906204.6400533,30729.989447053522,21889138.70676629,13664.056160043925,82760.97542557493,0.3783276785872225
6,45.0,0.2,4,8,21365413.002518266,20424633.937798895,21273759.77502599,21389068.901637934,23655.89911966771,21375649.60122175,10236.598703484982,91653.22749227658,0.4289794327002887
7,45.0,0.2,4,8,21624361.98709839,20424633.937798895,21521497.587801877,21689221.707996804,64859.72089841589,21659936.38555567,35574.39845728129,102864.39929651096,0.47568755719998734
8,45.0,0.2,4,8,21313178.453411754,20424633.937798895,21245005.477890413,21336149.70157981,22971.248168054968,21321413.053008676,8234.599596921355,68172.97552134097,0.319863016538615
9,45.0,0.2,4,8,21653634.64710499,20424633.937798895,21577404.371052556,21700654.348476194,47019.70137120411,21662956.37312503,9321.726020041853,76230.276052434,0.3520437898522764
