run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,0.2,8,4,21171855.55954218,20565692.625499967,21082808.971333414,21419531.08935955,247675.52981737256,21195141.82246759,23286.262925412506,89046.58820876479,0.420589437512157
1,70.0,0.2,8,4,21675147.357715957,20565692.625499967,21591329.03462317,21994070.19718693,318922.8394709714,21689784.17182644,14636.814110483974,83818.32309278846,0.38670243717143943
2,70.0,0.2,8,4,21311233.485982627,20565692.625499967,21188265.835137248,21615883.441262335,304649.9552797079,21317973.7818573,6740.295874673873,122967.65084537864,0.5770086040597325
3,70.0,0.2,8,4,21807103.188910753,20565692.625499967,21715393.557034366,22085597.662811685,278494.4739009328,21822786.02377393,15682.834863178432,91709.6318763867,0.4205493553266738
4,70.0,0.2,8,4,21883698.966225784,20565692.625499967,21827262.35932047,22051577.174561318,167878.20833553374,21897407.309420742,13708.343194957823,56436.60690531507,0.25789336159493204
5,70.0,0.2,8,4,22052460.714161143,20565692.625499967,21967788.438024197,22300847.66382124,248386.94966009632,22060399.569018945,7938.854857802391,84672.27613694593,0.38395840371035345
6,70.0,0.2,8,4,22046042.491837244,20565692.625499967,21963388.786744524,22270596.725713648,224554.23387640342,22053275.205933217,7232.714095972478,82653.70509272069,0.3749140242441427
7,70.0,0.2,8,4,21644056.41460988,20565692.625499967,21563237.86619264,21891659.525426503,247603.11081662402,21661444.52582909,17388.111219212413,80818.54841724038,0.3733983448808946
8,70.0,0.2,8,4,21917833.59263074,20565692.625499967,21853890.75407086,22150799.22766828,232965.6350375414,21930162.773123443,12329.180492702872,63942.83855988085,0.29173886319394193
9,70.0,0.2,8,4,21351011.384233937,20565692.625499967,21281171.57692801,21620929.741285942,269918.3570520058,21358826.583714046,7815.199480108917,69839.80730592832,0.32710303998760265
