run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,30.0,0.0,8,4,20870173.00750022,20390479.467201658,20764957.547781415,20893158.782421857,22985.77492163703,20895411.387552135,25238.380051914603,105215.4597188048,0.504142728864744
1,30.0,0.0,8,4,21351824.960069913,20390479.467201658,21263877.99764736,21377011.936024416,25186.97595450282,21374951.459375907,23126.49930599332,87946.96242255345,0.41189435838399396
2,30.0,0.0,8,4,20963710.223976552,20390479.467201658,20828506.412278336,20982587.30049277,18877.076516218483,20982061.429455057,18351.2054785043,135203.81169821694,0.6449421894011016
3,30.0,0.0,8,4,21514781.61338572,20390479.467201658,21407862.422373444,21524852.64807825,10071.034692533314,21524697.962146167,9916.348760448396,106919.19101227447,0.496956896581991
4,30.0,0.0,8,4,21581975.825761203,20390479.467201658,21521420.908235494,21611229.347872134,29253.522110931575,21611161.119025126,29185.293263923377,60554.917525708675,0.2805809718933502
5,30.0,0.0,8,4,21738975.125587136,20390479.467201658,21665547.113034975,21758382.199112754,19407.07352561876,21759072.776247278,20097.650660142303,73428.01255216077,0.33777127085321873
6,30.0,0.0,8,4,21746713.2462035,20390479.467201658,21678939.6743515,21761064.984925777,14351.738722275943,21761208.285263076,14495.039059575647,67773.5718520023,0.3116497241891672
7,30.0,0.0,8,4,21341765.226593025,20390479.467201658,21246611.44055137,21350549.236971714,8784.010378688574,21350925.15213203,9159.925539005548,95153.78604165465,0.4458571492628348
8,30.0,0.0,8,4,21656336.641663253,20390479.467201658,21577634.136310153,21678833.793637715,22497.151974461973,21680505.282419868,24168.640756614506,78702.5053531006,0.36341559819350905
9,30.0,0.0,8,4,21058979.596029848,20390479.467201658,20992890.544088293,21070326.48210988,11346.886080030352,21071189.598066088,12210.002036239952,66089.051941555,0.31382836779999757
