run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,30.0,1.0,4,4,21801634.211559206,20390479.467201658,21714315.982635226,21816293.44454997,14659.232990764081,21816258.6198235,14624.408264294267,87318.22892398015,0.4005123105757095
1,30.0,1.0,4,4,21106190.37907893,20390479.467201658,20990233.25511421,21121576.041438445,15385.662359517068,21121576.04143845,15385.662359520793,115957.12396471947,0.5493986450518307
2,30.0,1.0,4,4,21205738.68810348,20390479.467201658,21086204.370521862,21217288.973730076,11550.285626597703,21217288.973730076,11550.285626597703,119534.31758161634,0.5636885342205771
3,30.0,1.0,4,4,20066841.470902666,20390479.467201658,19984862.635331538,20095182.41676117,28340.945858504623,20095182.41676117,28340.945858504623,81978.83557112888,0.40852884441231013
4,30.0,1.0,4,4,22007889.44791674,20390479.467201658,21906048.34716422,22030039.75539713,22150.307480391115,22030039.75539713,22150.307480391115,101841.10075251758,0.4627481476292032
5,30.0,1.0,4,4,21889042.886663307,20390479.467201658,21794300.93616965,21893640.559993573,4597.673330266029,21893640.559993573,4597.673330266029,94741.9504936561,0.4328282007770247
6,30.0,1.0,4,4,21242458.308239233,20390479.467201658,21144094.42569126,21251619.13203129,9160.823792058975,21251619.13203129,9160.823792058975,98363.88254797459,0.4630531980840586
7,30.0,1.0,4,4,21584984.289832737,20390479.467201658,21491057.3570882,21600940.410466954,15956.120634216815,21600940.410466954,15956.120634216815,93926.93274453655,0.4351494144416836
8,30.0,1.0,4,4,21297990.41222605,20390479.467201658,21221135.004861593,21310629.632520072,12639.22029402107,21310629.632520072,12639.22029402107,76855.40736445785,0.3608575545246711
9,30.0,1.0,4,4,21607590.257649485,20390479.467201658,21527908.2501589,21609529.26983065,1939.0121811665595,21609529.26983065,1939.0121811665595,79682.00749058649,0.36876859724039607
